STBIOMSha,Pct_all_returns_above_ht,pct_all_returns_above_mean,all_returns_above_ht_div_Total_first_returns_x_100,All_returns_above_mode_div_Total_first_returns_x_100,Pct_first_returns_above_ht,Pct_first_returns_above_mean,Pct_first_returns_above_mode,pct_all_returns_above_mode,All_returns_above_mean_div_Total_first_returns_x_100
139.466062,42.48,21.81,51.1,13.99,46.46,25.97,13.95,11.63,26.23
55.0302835,27.69,14.63,30.98,35.37,28.99,15.53,33.17,31.61,16.37
89.5755625,34.01,27.08,37.47,46.45,34.91,28.49,43.22,42.16,29.83
114.755562,46.39,25.37,57.57,17.37,52.45,31.16,17.34,14,31.49
78.529969,26.63,16.94,29.06,14.89,27.33,18.38,14.86,13.65,18.49
143.3950315,46,26.78,55.12,26.86,49.24,31.3,26.46,22.42,32.09
71.0921085,54.5,27.31,66.45,60.2,59.93,31.42,54.31,49.37,33.3
104.5995465,44.07,21.65,52.62,37.51,50.02,23.84,35.31,31.41,25.85
192.5195055,48.7,28.74,59.16,33.16,54.72,34.69,32.94,27.3,34.91
163.5093785,47.41,24.55,56.83,23.23,50.93,28.32,22.31,19.38,29.43
206.530359,53.74,30.26,68.39,34.76,60.71,37.47,34.03,27.32,38.51
95.4566615,47.38,24.77,55.55,31.63,53.92,28.86,31.36,26.98,29.03
75.367025,32.46,18.52,36.72,16.89,32.71,20.51,16.69,14.93,20.95
173.8383675,46.44,24.48,54.4,30.91,51.54,28.53,30.68,26.39,28.68
130.174914,46.79,24.08,58.05,13.67,51.88,29.65,13.67,11.02,29.87
141.541744,42.09,22.22,47.13,22.12,45.69,24.85,22.1,19.76,24.88
132.0776225,43.52,28.29,50.69,55.1,44.08,31.54,48.46,47.31,32.95
301.517521,69.77,40.7,94.53,29.74,82.62,53.54,29.56,21.95,55.15
234.9721445,62.89,38.3,81.5,33.67,72,47.73,33.08,25.98,49.63
162.496248,52.45,27.15,65.3,36.95,57.33,32.5,35.43,29.68,33.8
187.0831955,39.28,21.15,44.08,22.13,41.96,23.68,22.13,19.72,23.73
97.309949,63.75,38.32,76.07,38.63,68.69,45.7,38.63,32.38,45.72
44.9978205,16.11,10.38,17.14,23.13,16.6,10.93,22.55,21.74,11.04
99.3609205,45.94,27.24,59.32,12.07,54.31,34.71,12.07,9.34,35.17
80.902177,41.74,22.39,51.53,22.5,50.27,27.39,22.45,18.23,27.64
42.403218,24.02,11.82,28.23,15.06,27.54,13.76,14.87,12.82,13.89
96.321529,44.37,26.67,54.39,10.93,49.65,32.34,10.93,8.92,32.7
94.0234525,33.84,18.44,39.32,7.01,37.04,21.28,7.01,6.03,21.42
138.823589,47.85,23.63,59.6,56.26,56.01,28.75,53.32,45.17,29.43
97.0875545,46.2,24.17,59.22,7.98,53.42,30.04,7.98,6.22,30.98
31.0610985,41.88,15.09,48.71,33.65,46.94,16.39,32.15,28.94,17.55
302.011731,50.06,28.16,60.54,21.44,56.4,33.81,21.31,17.73,34.06
98.5207635,34.28,20.01,40.84,14.12,38.95,23.8,14.12,11.85,23.85
178.8298885,51.94,30.04,67.92,16.15,61.22,38.41,16.15,12.35,39.28
162.298564,49.54,32.11,59.58,30.87,53.79,38,30.54,25.66,38.62
78.3075745,42.1,23.3,48.79,13.18,45.83,26.55,13.11,11.37,27
11.613935,15.33,11.66,16,36.3,15.57,11.84,35.74,34.78,12.17
128.8652575,44.94,28,52.19,18.39,48.35,32.42,18.39,15.83,32.51
53.8936005,30.05,17.17,33.22,39.1,31.94,18.67,37.58,35.37,18.99
126.418918,48.91,35.05,58.84,36.78,54.48,41.47,36.36,30.57,42.17
91.478271,32.58,20.61,37.46,53.53,34.44,21.15,50.08,46.55,23.71
86.3137765,60.31,33.02,78.27,28.01,73.95,42.63,27.95,21.59,42.86
108.6026475,39.66,29.02,44.59,49.95,40.55,31.3,45.64,44.43,32.63
158.64141,57.43,32.74,76.51,27.87,66.26,41.5,27.67,20.92,43.62
81.9153075,37.82,21.32,44.23,20.02,40.28,24.04,19.41,17.12,24.93
101.3871815,30.53,21.38,33.87,39.44,31.38,23.02,36.58,35.55,23.72
305.224096,69.04,41.38,91.56,48.26,80.93,53.44,47.09,36.39,54.88
111.592618,38.9,26.5,45.61,53.25,40.96,29.48,48.05,45.41,31.07
78.035759,32.78,17.81,36.63,9.43,32.45,19.05,9.41,8.44,19.91
80.5315195,37.63,22.05,45.1,41.54,41.28,24.2,37.75,34.66,26.43
45.1955045,29.98,15.63,34.63,14.93,32.76,17.73,14.76,12.92,18.06
54.5854945,50.87,26.74,67.01,35.28,64.05,34.46,34.52,26.78,35.22
144.408162,39.9,19.67,47.39,52.17,41.56,20.91,45.93,43.92,23.36
188.145747,52.94,30.15,70.61,31.66,60.82,39.12,31.43,23.74,40.22
102.400312,49.75,31.31,61.57,16.94,55.26,38.06,16.94,13.69,38.75
90.885219,61.84,26.58,89.87,65.36,79.46,34.63,58.37,44.98,38.63
213.202194,56.16,35.27,78.13,25.24,71.78,48.88,25.24,18.14,49.07
182.6353055,59.93,36.43,83.03,42.68,69.32,49.65,42.36,30.81,50.48
84.8311465,46.46,30.73,63.16,72.74,56.11,40.36,63.81,53.51,41.77
127.7779955,52.13,32.65,66.6,36.94,59.64,41.35,36.83,28.92,41.71
194.619898,64.85,34.93,92.49,55.83,80,47.59,52.87,39.15,49.81
102.3756015,47.12,24.46,63.13,57.88,56.31,30.95,51.88,43.2,32.78
49.5939735,50.33,24.71,66.66,39.48,62.42,31.66,38.11,29.81,32.73
243.2748725,54.48,30.97,70.78,15.44,61.25,38.56,15.44,11.89,40.24
252.9613885,63.5,36.05,88.87,40.95,76.87,48.11,39.55,29.26,50.46
186.31717,60.06,35.16,83.45,22.71,75.1,48.3,22.71,16.35,48.85
379.948648,66.18,35.14,90.93,7.7,77.44,44.6,7.7,5.6,48.28
107.391833,41.3,26.97,50.88,19.7,48.53,33.02,19.66,15.99,33.24
432.829118,67.74,41.55,94.7,43.97,77.2,55.88,43.12,31.45,58.09
245.770633,61.92,36.45,82.19,26.26,70.33,47.11,26.22,19.78,48.38
236.1088275,63.46,33.72,85.29,27.8,72.33,44.09,27.73,20.69,45.32
128.7169945,58.78,33.7,78.55,33.61,69.05,43.58,33,25.16,45.03
158.2707525,60.86,28.49,78.65,53.3,70.81,35.33,49.85,41.25,36.82
61.529145,27.52,13.48,32.04,21.53,27.68,15.47,19.64,18.49,15.69
119.845925,46.91,28.14,60.07,34.43,53.11,35.15,33.68,26.89,36.04
190.419113,48.66,25.91,63.75,16.29,55.99,33.3,16.08,12.44,33.95
181.2020965,56.58,32.47,73.86,17.61,63.76,39.94,17.47,13.49,42.39
206.036149,66.88,36.91,101.01,17.06,77.99,50.43,17.02,11.29,55.75
164.176562,60.33,33,77.64,24.5,68.76,41.22,23.97,19.04,42.47
68.1762695,42.98,25.82,51.79,17.89,48.26,30.21,17.77,14.85,31.11
106.6752285,59,28.3,71.41,62.76,65.95,32,58.41,51.85,34.26
150.190419,60.35,31.04,88.32,62.07,74.89,43.76,56.8,42.42,45.43
245.7953435,60.6,34.09,79.6,12,70.5,43.46,12,9.13,44.78
233.563646,77.55,39.83,109.46,77.91,90.57,52.56,71.08,55.2,56.22
146.434423,56.98,34.84,73.59,17.6,66.23,44.67,17.6,13.63,44.99
171.7626855,54.64,29.59,70.73,37.67,63.62,36.96,36.37,29.1,38.3
110.20883,57.18,27,77.31,45.58,66.38,34.71,43.01,33.72,36.5
181.5480435,71.33,34.99,106.7,87.05,84.66,47.65,72.91,58.19,52.34
114.113089,31.97,20.82,36.46,37.2,33.53,22.88,34.23,32.62,23.74
166.301665,52.95,25.45,68.51,55.23,62.07,31.15,50.48,42.68,32.93
323.262761,81.57,45.59,103.57,40.96,90.13,56.51,40.32,32.26,57.88
123.4289475,72.19,25.13,96.8,76.15,89.25,31.71,71.8,56.79,33.69
394.7996585,79.72,40.74,108.8,72.45,88.53,50.91,64.85,53.08,55.6
135.512382,69.91,38.47,90.18,18.82,76.73,43.37,18.35,14.59,49.63
112.877564,40.37,24.81,52.02,28.16,46.65,30.31,26.84,21.85,31.98
132.052912,40.35,28.01,48.1,18.38,43.69,33.29,18.38,15.41,33.4
259.6826445,57.01,36.76,66.69,29.28,58.91,43.01,29.28,25.03,43.01
100.472893,50.09,23.35,59.56,47.42,55.47,27.17,44.93,39.89,27.76
190.9380335,59.75,32.95,82.11,41.93,69.13,41.53,38.37,30.51,45.29
103.3640215,29.57,18.41,33.6,6.77,31.91,20.75,6.77,5.96,20.92
332.5786195,64.61,34.24,86.56,31.71,73.87,44.03,31.32,23.67,45.88
57.377781,29.97,9.34,32.35,23.38,31.07,9.45,22.26,21.66,10.09
187.4785635,42.01,24.06,49.95,16.71,43.77,27.24,16.16,14.05,28.61
105.9339135,81.42,28.82,100.73,60.71,91.67,34.04,58.05,49.08,35.65
333.5176185,77.4,48.27,98.06,27.95,83.58,58.79,27.87,22.06,61.15
100.621156,29.3,17.88,31.17,8.08,29.8,18.6,8.08,7.6,19.03
104.1053365,38.33,20.05,46.02,30.98,41.95,23.01,29.02,25.8,24.08
123.2312635,57.07,29.19,69.61,53.56,63.72,34.24,50.82,43.91,35.61
231.1667275,57.62,30.63,69.4,21.45,62.3,34.03,20.56,17.81,36.89
58.3909115,38.24,19.55,42.97,24.89,38.54,20.75,23.19,22.15,21.96
197.387474,55.75,31.72,73.08,26.14,66.92,41.47,26.14,19.94,41.58
406.981935,69.69,41.39,89.24,40.79,76.03,50.29,40.13,31.85,53
164.3495355,41.35,19.68,51.62,36.23,45.56,22.42,33.01,29.02,24.58
145.7178185,38.85,18.48,45.28,31.6,40.09,20.17,29.54,27.11,21.54
197.931105,49.51,28.06,58.3,19.68,51.46,31.77,19.28,16.71,33.05
123.354816,56.68,31.63,71.21,43.42,65.58,39.32,42.62,34.56,39.74
539.8997145,84.7,43.48,106.17,56.03,93.02,52.7,54.19,44.7,54.5
81.54465,80.91,29.49,93.08,62.78,88.8,33.42,61.73,54.57,33.93
69.337663,21.62,9.77,23.99,15.14,22.32,10.3,14.22,13.65,10.83
33.902806,13.57,9.3,14.33,9.1,13.7,9.65,9.02,8.62,9.82
30.8634145,13.47,8.66,14.02,4.97,13.58,8.97,4.97,4.78,9.01
46.2333455,20.84,10.95,24.38,14.9,19.52,10.39,12.34,12.74,12.8
110.0358565,28.39,14.43,32.38,20.17,28.35,15.64,18.65,17.69,16.45
138.7000365,47.71,22.78,55.99,29.51,50.5,25.69,28.29,25.15,26.74
93.356269,38.21,17.58,44.5,32.96,38.76,18.4,29.8,28.3,20.48
54.313679,21.42,10.71,23.88,16.1,22.51,11.5,15.36,14.43,11.94
74.9963675,27.5,13.36,30.5,20.24,28.37,13.99,19.1,18.25,14.82
56.0187035,19.26,10.72,21.15,8.02,19.61,11.19,7.91,7.3,11.77
51.150735,19.79,10.33,21.99,9.6,20.43,10.81,9.1,8.64,11.48
75.861235,26.33,15.3,28.58,15.21,27.42,16.58,15.21,14.01,16.61
125.8999975,34.63,17.94,38.79,22.35,36.97,19.9,22.14,19.95,20.09
49.6433945,35.12,17.9,40.61,23.36,36.88,19.77,22.17,20.2,20.7
203.070889,52.23,25.91,61.86,48.26,58.28,29.86,46.21,40.75,30.69
151.327102,45.86,27.14,55.32,15.89,50.3,31.8,15.64,13.17,32.74
98.397211,34.04,10.83,38.34,18.32,36.82,11.61,17.73,16.27,12.2
140.602745,30.37,14.72,33.85,22.01,30.71,15.41,20.55,19.74,16.41
129.0629415,39.2,22.54,45.93,14.99,43.18,26.12,14.97,12.79,26.41
112.5069065,38.34,20.07,44.09,16.63,40.46,22.83,16.59,14.46,23.09
121.2050025,43.27,23.03,50.39,8.91,47,25.7,8.89,7.65,26.82
65.1121675,28.54,16.06,32.87,10.3,30.99,18.2,10.29,8.94,18.5
136.89617,43.71,26.77,52.36,26.67,48.43,31.82,26.63,22.26,32.06
197.1156585,49.99,26.76,67.17,43.02,61.14,35.08,41.7,32.01,35.95
144.5317145,47.2,24.85,55.83,13.94,50.61,28.92,13.94,11.79,29.39
87.8458275,41.92,24.42,50.92,24.76,48.4,29.53,24.68,20.38,29.66
100.6952875,40.98,21,48.97,32.42,45.91,24.87,31.98,27.13,25.09
54.956152,31.53,18.71,37.07,13.54,32.59,21.47,13.34,11.52,21.99
145.544845,50.79,26.53,67.91,47.11,60.55,34.4,44.53,35.23,35.48
317.085136,69.83,36.49,100.74,41.43,88.53,51.37,40.83,28.72,52.65
114.310773,48.97,25.71,60.47,27.68,56.42,31.46,27.51,22.41,31.75
109.4922255,45.5,25.19,54.93,17.78,49.6,29.11,17.63,14.73,30.41
58.5391745,26.9,15.77,31.16,15.7,29.36,17.86,15.42,13.56,18.27
141.5664545,51.1,30.12,65.39,20.8,60.74,38.04,20.77,16.26,38.53
55.9198615,35.07,18.35,39.73,24.76,37.03,20.28,23.95,21.85,20.79
47.3206075,21.48,12.87,23.68,9.22,22.2,14.08,9.22,8.36,14.19
132.94249,48.79,28.75,58.96,26.09,53.68,33.47,25.44,21.59,34.75
52.8557595,35.78,17.4,43.71,48.83,41.41,20.56,46.23,39.97,21.26
52.237997,32.36,16.18,38.41,45.08,37.13,19.05,43.38,37.99,19.2
219.1080035,44.66,23.61,57.3,38.95,49.58,26.32,33,30.36,30.3
31.13523,17.98,12.82,19.06,10.74,18.83,13.59,10.74,10.13,13.59
59.107516,36.6,20.93,46.77,39.03,41.51,26.48,36.01,30.55,26.74
68.299822,25.93,8.76,29.53,21.8,27.36,8.69,20.03,19.14,9.98
64.593247,29.36,16.45,35.48,39.48,34.52,19.88,38.31,32.67,19.88
71.2403715,41.51,23.61,51.95,26.47,48.52,29.4,26.42,21.15,29.54
43.2680855,37.7,21.95,42.57,20.99,42.09,24.53,20.81,18.59,24.78
86.7091445,36.01,19.32,46.3,37.23,35.97,23.43,31.73,28.96,24.84
8.450991,22.83,14.25,27.71,15.55,24.73,17.04,15.38,12.81,17.29
151.0058655,39.95,21.94,45.68,15.18,42.98,24.82,15.12,13.27,25.09
43.737585,10.01,5.89,10.32,14.62,10.14,6.02,14.27,14.18,6.07
46.999371,21.36,12.5,22.93,6.35,21.56,13.33,6.35,5.92,13.42
61.578566,29.77,17.74,33.02,6.34,29.51,19.28,6.34,5.72,19.68
114.0389575,22.08,12.7,24.6,11.89,23.88,14.12,11.88,10.67,14.15
14.8263,19.69,12.19,22.72,10.92,20.47,13.63,10.65,9.46,14.07
88.068222,26.9,15.58,29.69,8.83,28.51,17.16,8.83,8.01,17.2
140.454482,36.21,19.09,43.58,27.58,41.86,22.85,27.31,22.91,22.97
14.8510105,11.82,8.35,12.39,16.72,11.55,8.32,15.81,15.96,8.75
163.9541675,55.37,35.24,69.96,28.29,65.7,44.44,28.29,22.38,44.53
60.3183305,20.39,12.27,22.82,28.91,21.64,13.44,27.7,25.83,13.73
149.004315,45.72,26.29,56.98,29.38,50.01,32.04,28.91,23.58,32.77
110.455935,23.33,14.56,25.19,30.84,24.93,15.72,30.4,28.55,15.72
222.9134205,60.65,34.5,78.27,20.56,68.49,43.52,20.56,15.93,44.52
267.1452155,42.94,22.69,50.91,41.72,49.66,26.9,41.55,35.19,26.9
89.8226675,43.16,23.6,51.99,24.88,49.51,28.43,24.88,20.66,28.43
107.7130695,44.74,25.34,58.79,26.18,57.33,33.3,26.18,19.92,33.3
42.2796655,26.63,15.02,27.89,33.38,27.35,15.73,32.79,31.88,15.73
15.419352,18.04,8.79,18.73,18.2,18.52,9.02,17.99,17.54,9.12
60.540725,46.89,25.67,57.64,25.57,56.84,31.55,25.57,20.8,31.55
53.3993905,29.87,14.69,32.89,27.17,32.1,16,26.38,24.68,16.18
53.0534435,36.02,19.43,40.95,39.98,40.56,22.09,39.58,35.16,22.09
53.671206,29.43,16.21,32.04,34.93,31.91,17.65,34.8,32.09,17.65
23.9938955,26.99,14.43,28.26,18.74,28.11,15.11,18.74,17.89,15.11
90.292167,39.31,20.7,44.57,39.15,44.49,23.47,39.06,34.52,23.47
92.466691,44.18,28.55,51.68,53.7,49.11,33.27,50.84,45.91,33.4
106.798781,37.94,21.72,44.17,17.27,37.93,24.13,17.27,14.83,25.28
31.1599405,18.74,11.76,19.43,15.55,19.43,12.19,15.55,15.01,12.19
33.3344645,23.41,17.74,23.64,20.45,23.64,17.92,20.45,20.25,17.92
26.094288,17.96,12.04,18.2,15.25,18.2,12.2,15.25,15.05,12.2
96.5933445,49.22,25.46,57.82,64.08,55.56,29.73,61.3,54.55,29.91
112.3586435,41.65,21.53,48.11,42.03,47.29,24.86,41.65,36.39,24.86
114.1377995,52.98,29.84,66.07,23.1,64.28,37.17,23.1,18.53,37.21
42.699744,28.56,16.2,31.19,39.58,31.19,17.69,39.42,36.24,17.69
211.472459,39.02,18.8,45.67,34.8,40.69,19.42,30.57,29.74,22
4.843258,13.28,6.92,13.91,9.05,13.74,7.25,9.05,8.63,7.25
184.883961,59.46,31.72,83.26,67.56,67.87,38.97,54.18,48.25,44.42
50.557683,35.98,16.21,40.53,34.07,36.43,14.74,30.02,30.25,18.26
34.5699895,30.17,14.46,36.29,34.09,32.91,16.06,31.02,28.33,17.4
3.0393915,9.61,7.3,9.76,12.18,9.76,7.42,12.18,11.99,7.42
116.1146395,29.37,12.16,32.6,23.9,31.38,12.35,22.68,21.53,13.49
16.506614,41.69,22.27,45.89,45.98,40.68,22.12,40.76,41.77,24.51
89.3284575,36.76,15.78,42.09,40.25,38.09,16.23,36.47,35.16,18.07
153.551047,42.06,21.77,50.56,45.99,45.26,24.65,41.08,38.25,26.17
54.3383895,23.56,12.31,26.3,20.75,26.21,13.74,20.75,18.59,13.74
64.0249055,38.78,20.62,47.13,13.32,46.04,24.95,13.32,10.96,25.06
398.432102,60.88,35.44,76.86,10.4,61.74,42.52,10.4,8.24,44.75
159.1109095,48.72,26.8,63.57,60.88,53.77,29.67,51.16,46.65,34.98
222.0732635,54.28,27.85,67.58,13.32,57.78,32.12,13.32,10.7,34.67
152.018996,30.82,19.36,33.5,13.61,28.73,20.21,13.45,12.52,21.05
207.321095,48.69,26.63,60.7,28.72,54.34,32.19,27.93,23.04,33.21
28.8371535,15.44,8.67,16.14,6.67,15.82,8.98,6.63,6.38,9.06
15.5429045,31.95,16.28,40.62,35.97,30.73,18.02,27.85,28.29,20.7
53.127575,29.81,14.78,33.55,17.65,32.36,16.57,17.58,15.68,16.64
19.7684,19.18,9.14,20.85,16.98,20.23,9.66,16.43,15.62,9.94
189.578956,56.28,30.47,75.8,51.45,70.3,40.06,49.68,38.2,41.04
82.384807,38.61,19.02,43.66,34.34,42.71,21.3,33.86,30.36,21.51
86.832697,46.06,23,57.47,47.15,53.82,28.28,44.63,37.79,28.7
126.221234,37.78,18.58,46.12,30.76,42.94,22.64,29.89,25.2,22.68
231.487964,56.32,31.6,76,41.21,59.78,36.35,35.35,30.54,42.64
98.051264,35.87,16.46,41.03,30.62,37.48,17.5,27.85,26.77,18.83
148.3371315,53.9,24.75,64.62,62.57,61.24,29.27,59.52,52.19,29.67
75.6388405,35.53,14.31,41.03,37.03,37.86,15.07,33.89,32.07,16.53
49.8904995,39.17,20.73,52.37,34.27,43.64,26.44,31.19,25.63,27.72
151.9448645,45.8,27.94,56.5,7.17,47.7,32.24,7.17,5.81,34.46
119.648241,39.34,25.07,44.08,6.71,37.85,26.23,6.71,5.99,28.09
138.4529315,48.82,25.69,54.54,55.98,54.14,28.46,55.58,50.1,28.7
48.827948,19.26,14.57,19.41,21.4,19.41,14.68,21.4,21.23,14.68
37.55996,24.88,14.1,26.23,35.6,26.11,14.87,35.4,33.77,14.87
30.3692045,18.63,16.55,18.72,14.15,18.72,16.63,14.15,14.09,16.63
23.1537385,19.83,21.76,20.13,46.33,20.1,22.07,46.27,45.62,22.1
72.1793705,40.93,19.47,45.44,44.55,45.14,21.5,44.25,40.12,21.62
43.935269,20.16,15.74,21.04,27.56,21.04,16.43,27.56,26.41,16.43
139.7872985,36.25,21.52,44.99,11.68,41.89,26.55,11.68,9.41,26.7
179.151125,48.13,25.16,57.69,33.74,52.2,29.58,32.66,28.15,30.15
144.062215,45.53,24.1,57.95,8.34,54.06,30.12,8.34,6.55,30.68
173.2453155,53.01,28.83,67.33,17.33,63.33,36.47,17.33,13.64,36.61
164.2012725,35.22,19.4,40.73,32.44,38.93,22.44,31.9,28.05,22.44
102.845101,47.14,23.98,61.55,30.57,57.82,31.06,30.32,23.41,31.31
293.7831345,62.01,36.07,87.53,22.6,78.26,50.62,22.6,16.01,50.91
15.913562,18.42,10.24,19.34,27.6,19.09,10.59,27.1,26.29,10.75
56.290519,37.31,20.89,48.63,9.64,46.3,27,9.64,7.4,27.23
92.0466125,35.48,17.61,41.46,33.74,39.27,20.4,32.6,28.87,20.59
117.2019015,40.08,21.85,55.08,20.76,51.95,29.88,20.69,15.11,30.03
65.927614,28.81,15.66,32.34,26,31.78,17.53,25.73,23.17,17.57
134.079173,51.28,24.71,66.4,56.23,57.7,29.06,48.29,43.42,32
122.119291,48.57,25.8,60.26,53.93,56.43,31.56,51.65,43.47,32
143.6915575,46.34,24.6,60.08,53.81,51.12,28.63,45.67,41.5,31.9
62.3445915,39.79,19.58,47.59,43.79,45.69,23.34,42.13,36.6,23.42
142.134796,44.62,26.21,55.81,11.93,45.31,30.86,11.93,9.53,32.78
158.6166995,57.98,27.23,76.89,68.39,67.38,33.36,60.21,51.57,36.11
78.8017845,36.01,18.18,40.1,42.73,35.78,18.16,38.25,38.37,20.24
30.245652,30.12,14.26,35.94,33.58,31.23,15.19,29.17,28.15,17.02
12.058724,21.6,13.57,23.09,26.46,22.61,14.51,25.98,24.75,14.51
103.9076525,45.97,18.9,56.14,24.68,51.22,21.48,23.04,20.21,23.08
112.0126965,25.01,13.01,27.6,7.1,24.64,13.59,7.1,6.43,14.36
133.6096735,39.47,17.47,48.18,30.66,41.45,19.64,28.24,25.12,21.33
74.62571,40.28,18.64,44.39,29.42,43.64,20.48,29.07,26.69,20.54
160.766513,31.92,18.23,36.92,19.05,29.66,18.68,17.13,16.47,21.09
84.3863575,34.75,18.69,41.4,17.78,37.96,21.97,17.78,14.93,22.27
183.84612,53.89,30.94,69.5,26.63,63.04,39.73,26.63,20.65,39.91
129.7548355,44.66,24.05,54.33,4.06,47.63,27.07,4.06,3.34,29.26
59.404042,31.06,17.9,35.59,36.23,31.08,18.24,31.73,31.62,20.52
70.8944245,24.59,12.5,26.71,18.3,25.28,13.52,18.08,16.85,13.57
84.5346205,34.39,18.21,38.63,17.88,38.18,20.41,17.84,15.91,20.45
109.71462,44.81,23.02,57.12,25.49,53.02,28.79,25.01,20,29.34
46.4804505,31.87,16.07,36.21,38.94,31.25,15.54,33.81,34.27,18.26
118.5856895,52.14,29.46,61.7,22.83,55.81,33.63,22.25,19.29,34.86
29.1831005,40.77,19.35,50.17,23.82,47.89,23.31,23.31,19.35,23.82
216.908769,51.51,30.13,69.16,19.88,59.66,39.43,19.88,14.81,40.46
260.7204855,60.54,33.94,81.77,26,68.6,44.39,26,19.25,45.85
137.8598795,56.72,31.23,73.57,27.9,67.8,39.3,27.23,21.5,40.5
329.588649,45.85,25.59,54.6,7.7,45.3,26.13,7.7,6.46,30.48
178.706336,42.78,24.91,54.09,18.1,45.47,27.72,18.03,14.31,31.5
128.9146785,48.86,26.98,63.14,35.31,59.83,34.65,35.09,27.32,34.87
26.9591555,17.8,10.12,18.86,17.35,18.8,10.67,17.3,16.38,10.72
172.331027,48.47,22.46,59.35,46.88,54.96,25.6,43.79,38.28,27.51
83.224964,30.22,16.34,34.02,15.84,33.64,18.39,15.84,14.07,18.39
134.0544625,39.54,16.14,47.47,27.89,41.63,17.44,24.67,23.22,19.38
73.0689485,31.92,18.12,37.5,10.27,34.11,21.13,10.27,8.74,21.29
38.3754065,28.74,13.67,33.99,16.78,31.69,15.14,15.74,14.18,16.17
149.300841,52.47,21.26,71.43,44.29,58.6,25.76,37.28,32.54,28.94
168.920978,46.76,27.42,58.92,25.56,51.67,34.31,25.56,20.29,34.55
58.217938,40.51,22.37,52.23,26.6,45.61,26.18,24.27,20.63,28.84
93.4798215,44.03,21.73,54.32,54.67,46.72,23.59,47.07,44.31,26.81
229.857071,60.16,29.34,85.18,54.05,67.94,38.05,47.09,38.17,41.55
275.3985225,47.52,23.46,61,50.83,56.68,29.73,47.89,39.6,30.12
333.4187765,67.44,35.05,93.18,70.14,83.55,46.48,65.26,50.77,48.42
111.7161705,52.66,29.43,71.02,57.77,64.79,39.08,55.47,42.84,39.68
5.3621785,18.23,10.87,19.83,13.49,19.07,11.73,13.4,12.4,11.82
181.918701,64.73,34,83.57,25.45,76.94,43.77,25.45,19.71,43.9
143.3456105,63.21,21.6,92.45,48.82,78.29,26.9,41.63,33.38,31.6
100.0033935,46.61,25.65,61.27,22.94,58.76,33.39,22.77,17.45,33.73
87.672854,40.82,19.95,50.19,54.73,46.43,22.95,50.51,44.51,24.53
17.593876,21.5,8.9,23.76,30.32,21.26,7.75,27.26,27.44,9.84
135.8336185,49.15,20.9,66.01,42.43,57.16,22.95,35.65,31.6,28.07
73.2666325,59.96,20.31,88.83,60.03,77.03,24.8,53,40.52,30.08
82.681333,24.17,7.8,26.5,18.54,24.05,6.99,16.51,16.91,8.56
13.294249,13.34,7.55,13.99,8.61,13.87,7.92,8.61,8.21,7.92
8.9204905,11.56,6.28,11.86,3.06,11.42,6.34,3.04,2.98,6.44
158.5672785,36.51,21.77,41.3,7.15,35.98,23.15,7.15,6.32,24.63
24.9328945,20.4,9.77,21.67,6.61,21.08,10.27,6.55,6.22,10.38
16.7290085,10.32,5.11,10.92,7.91,10.81,5.4,7.91,7.48,5.4
87.5987225,24.45,11.41,27.66,19.78,23.21,11.14,16.01,17.48,12.9
174.8762085,35.18,14.12,40.85,36.72,35.72,14.16,31.99,31.62,16.39
40.228694,26.43,14.68,29.26,9.08,28.11,16.2,9.02,8.2,16.26
42.106692,28.38,15.53,30.79,21.69,30.06,16.7,21.41,20,16.85
43.885848,12.09,6.67,12.5,5.49,11.33,6.71,5.39,5.31,6.89
34.1252005,28.89,12.48,32.58,22.94,32.27,14.02,22.83,20.34,14.08
61.2079085,27.93,12.52,30.97,16.55,28.94,12.89,15.45,14.93,13.88
47.4194495,27.32,15.41,30.33,14.31,29.02,16.94,14.26,12.89,17.1
53.4982325,23.4,7.35,25.09,24.16,23.71,6.9,22.78,22.54,7.87
18.7552695,12.95,5.57,13.6,12.22,13.29,5.73,11.94,11.63,5.85
102.696838,23.78,12.34,25.88,21.26,25.1,13.18,20.81,19.53,13.43
73.63729,29.62,12.36,32.63,29.53,31.32,13.33,28.36,26.81,13.62
89.797957,34.73,17.92,40.08,43.22,36.87,19.12,39.8,37.44,20.68
49.569263,28.07,14.79,31.07,10.26,30.27,16.28,10.26,9.27,16.37
54.412521,13.24,6.48,14.05,12,12.96,6.62,11.11,11.31,6.88
101.80726,31.6,17.13,34.4,15.45,30.89,17.51,14.91,14.2,18.65
13.887301,18.25,10.36,19.17,8.19,17.97,10.8,8.19,7.8,10.88
66.4959555,13.28,7.46,13.78,3.1,12.09,7.59,3.1,2.99,7.74
23.9938955,18.17,9.1,19.35,14.75,19.04,9.69,14.64,13.85,9.69
62.3940125,18.11,9.09,19.25,15.76,18.5,9.66,15.43,14.83,9.66
58.1932275,36.01,19.91,39.91,12.31,39.13,22.07,12.31,11.1,22.07
143.5927155,43.36,21.75,52.45,34.3,48.17,25.85,33.24,28.35,26.31
65.680509,31.82,11.86,35.45,22.06,33.67,12.49,20.83,19.8,13.21
51.5708135,30.11,15.64,33.11,14.37,32.51,16.96,14.21,13.07,17.2
213.00451,55.02,30.47,68.77,13.26,57.16,34.76,13.22,10.61,38.09
