STBIOMSha,Elev_mode,Elev_P01,Elev_P10,Elev_P30,Elev_P60,Elev_stddev,Elev_kurtosis,Elev_MAD_median,Elev_MAD_mode,Elev_L3,Elev_L4,Elev_LCV,Elev_Lskewness,Elev_Lkurtosis,Elev_ave,Elev_variance,Elev_CV,Elev_IQ,Elev_skewness,Elev_AAD,Elev_L2,Elev_P05,Elev_P20,Elev_P25,Elev_P40,Elev_P50,Elev_P70,Elev_P75,Elev_P80,Elev_P90,Elev_P95,Elev_P99
135.2899875,18.17,2.4,5.62,11.86,16.87,5.28,2.41,3.49,2.89,-0.55,0.16,0.2,-0.18,0.05,14.22,27.9,0.37,8,-0.69,4.43,2.95,3.58,9.57,10.4,13.96,15.74,17.98,18.41,19.04,20.05,20.67,21.61
112.9022745,13.95,2.1,2.9,7.84,11.42,4.33,1.98,3.28,3.67,-0.22,0.07,0.25,-0.09,0.02,9.74,18.82,0.44,6.92,-0.33,3.62,2.47,2.5,4.44,6.56,9.42,10.33,12.74,13.48,13.94,14.83,15.65,17.56
56.1175455,14.57,3.19,5.18,8.84,12.54,4.07,2.1,3.24,3.32,-0.12,0.11,0.2,-0.05,0.04,11.16,16.63,0.36,6.42,-0.2,3.41,2.34,4.09,7.18,8.17,10.33,11.53,14,14.59,14.98,16.48,17.1,18.56
68.8681635,12.42,2.34,3.75,6.44,11.51,4.37,2.93,3.2,3.2,-0.001361,0.1,0.25,-0.000553,0.04,9.55,19.18,0.45,7.36,0.26,3.67,2.46,3.16,4.51,5.32,8.55,10.03,12.41,12.69,13.1,14.42,15.24,22.86
108.2072795,14.22,3.38,5.91,10.7,13.88,3.92,2.6,2.38,2.48,-0.28,0.23,0.18,-0.12,0.1,12.22,15.38,0.32,4.99,-0.53,3.17,2.2,4.43,8.99,10.01,11.81,12.9,14.63,15.01,15.43,16.88,17.57,19.34
37.955328,2.51,2.08,2.37,3.1,4.62,1.87,3.13,1.29,1.57,0.21,0.08,0.23,0.2,0.08,4.43,3.53,0.42,2.64,0.89,1.51,1.03,2.23,2.64,2.85,3.55,4.09,5.15,5.49,5.83,7.33,8.41,9.39
68.596348,4.55,2.13,2.87,4.12,6.08,2.53,2.01,1.82,1.6,0.18,0.03,0.24,0.12,0.02,5.87,6.4,0.43,4.26,0.45,2.16,1.43,2.44,3.47,3.82,4.67,5.22,7.36,8.09,8.73,9.71,10.24,10.99
42.156113,11.82,2.26,4.33,7.36,11.88,4.89,2.01,3.84,4.29,0.12,0.11,0.26,0.04,0.04,10.77,23.93,0.45,7.77,0.17,4.12,2.81,3.26,6.16,6.87,9.08,10.67,13.06,14.64,15.84,18.04,18.81,20.14
62.517565,2.31,2.07,2.65,5.42,10.22,5.33,1.97,4.37,6.61,0.31,0.02,0.32,0.1,0.007339,9.29,28.5,0.57,8.78,0.35,4.52,3.05,2.33,3.4,4.29,7.15,8.93,12.29,13.07,14.62,17.48,18.58,20.21
3.6324435,14.76,2.16,4.04,8.07,12.46,4.5,2.03,3.57,3.86,-0.13,0.1,0.24,-0.05,0.03,10.76,20.31,0.41,7.3,-0.19,3.81,2.59,2.99,6.31,7.13,9.81,11.15,13.81,14.44,14.98,16.41,17.43,19.11
53.770048,13.18,2.16,3.11,5.45,11.22,4.68,1.76,4.41,4.58,0.09,-0.05,0.29,0.03,-0.02,9.22,21.92,0.5,8.83,0.12,4.12,2.69,2.62,4.14,4.5,7.44,8.93,12.83,13.33,13.66,15.44,16.72,18.25
242.6818205,10.99,2.21,4.38,8.7,14.09,7.29,2.24,5.01,4.94,0.49,0.25,0.3,0.12,0.06,13.36,53.21,0.54,10.09,0.47,5.99,4.13,3.19,6.4,7.4,10.75,12.08,16.17,17.49,20.5,25.52,26.91,28.1
159.9510665,3.81,2.3,3.1,4.41,16.47,7.99,1.31,5.9,4.99,0.42,-0.57,0.37,0.09,-0.12,11.86,63.86,0.67,16.48,0.23,7.53,4.44,2.75,3.89,4.11,6.04,8.8,19.71,20.59,21.31,22.3,23.25,24.01
110.4806455,19.01,2.36,3.8,9.76,16.85,6.28,1.87,4.58,4.29,-0.43,0.01,0.26,-0.12,0.00363,13.61,39.47,0.46,11.25,-0.4,5.4,3.56,2.95,6.33,7.75,13.11,14.96,18.25,19.01,19.48,20.66,21.67,23.77
116.287613,6.39,2.17,3.88,5.58,7.16,3.07,4.48,1.45,1.39,0.33,0.33,0.22,0.2,0.2,7.17,9.47,0.42,2.9,1.17,2.24,1.63,3.13,4.91,5.21,6.18,6.61,7.71,8.11,9.05,11.3,14.29,16.66
141.9124015,2.21,2.03,2.44,3.53,7.15,3.68,2.02,2.54,3,0.38,-0.01,0.31,0.18,-0.006739,6.47,13.58,0.56,6.09,0.58,3.24,2.06,2.23,3,3.32,4.1,5.22,8.71,9.41,10.22,12.43,13.23,14.37
154.341783,15.71,2.55,6.66,12.71,19.86,7.05,1.97,5.95,6.33,-0.28,0.07,0.24,-0.07,0.01,16.7,49.73,0.42,11.62,-0.25,6.07,4.04,4.13,9.7,11.33,14.72,16.73,22.25,22.95,23.54,25.54,26.77,28.01
155.7008605,3,2.18,2.88,4.85,11.41,4.73,1.54,4.64,6.45,-0.01,-0.16,0.29,-0.005004,-0.06,9.16,22.4,0.51,9.25,-0.03,4.24,2.71,2.52,3.63,4.26,7.54,9.45,12.91,13.52,14.11,15.31,15.87,17.01
195.3365025,2.89,2.15,3.13,6.86,11.7,4.59,2.03,3.58,7.38,-0.09,0.07,0.26,-0.03,0.02,9.74,21.15,0.47,7.75,-0.08,3.88,2.62,2.54,4.03,5.64,8.98,10.28,12.82,13.39,13.94,14.97,16.77,19.34
147.521685,16.36,2.14,3.24,12.65,16.4,5.29,2.95,2.28,1.93,-0.8,0.32,0.2,-0.28,0.11,13.71,28.02,0.38,5.58,-1.08,4.23,2.79,2.47,9.9,11.81,14.72,15.63,17.05,17.39,17.77,18.74,19.41,20.52
61.8503815,12.16,2.17,4.13,10.27,13.54,4.14,2.61,2.29,2.63,-0.48,0.21,0.19,-0.21,0.09,11.58,17.14,0.35,6.37,-0.8,3.39,2.27,2.99,7.6,8.14,12.08,12.81,14.22,14.52,15.02,16.05,16.6,17.75
98.1253955,2.57,2.18,2.89,4.32,11.44,5.63,1.48,4.75,5.23,0.32,-0.27,0.34,0.1,-0.08,9.33,31.7,0.6,11.1,0.26,5.17,3.18,2.62,3.55,3.97,5.55,7.81,13.96,15.07,16.03,17.11,17.72,19.04
222.0732635,5.6,2.72,5.25,7.53,13.6,6.79,1.78,5.09,5.25,0.49,-0.06,0.3,0.12,-0.01,12.8,46.18,0.53,12.09,0.4,6.01,3.85,4.34,6.29,6.8,8.97,10.86,17.46,18.9,20.3,23.02,24.2,25.81
25.600078,2.02,2.04,2.81,5.77,9.43,3.52,1.85,2.72,6.53,-0.11,0.02,0.25,-0.05,0.01,7.97,12.43,0.44,5.94,-0.19,3.01,2.02,2.31,3.63,4.7,7.62,8.55,10.2,10.64,11.26,12.37,13.36,13.97
111.9138545,11.6,2.37,4.92,11.85,16.29,5.21,2.44,3.37,5.1,-0.52,0.2,0.2,-0.17,0.07,13.89,27.18,0.37,6.5,-0.68,4.31,2.91,3.55,8.83,11.44,13.64,15.44,17.4,17.94,18.5,19.72,20.48,21.64
108.6026475,9.42,2.15,3.8,6.57,9.58,3.34,2,2.68,2.65,-0.05,0.06,0.22,-0.02,0.03,8.5,11.17,0.39,5.3,-0.11,2.82,1.92,2.82,5.23,6.05,7.49,8.6,10.74,11.36,11.88,13,13.54,14.51
45.5908725,8.92,2.14,3.11,4.69,7.12,2.41,1.99,1.89,3.01,0.06,0.03,0.22,0.04,0.02,6.29,5.84,0.38,3.93,0.17,2.09,1.38,2.56,4.02,4.4,5.23,5.91,7.82,8.33,8.91,9.41,10.31,11.24
196.1766595,17.03,2.85,6.02,12.54,16.75,4.91,2.54,2.78,2.5,-0.56,0.21,0.19,-0.2,0.08,14.25,24.11,0.34,6.25,-0.78,4.02,2.71,4.61,9.72,11.65,14.49,15.73,17.53,17.91,18.33,19.5,20.33,21.37
104.426573,15.11,2.2,3.99,9.57,13.97,4.95,2.05,3.47,3.5,-0.28,0.11,0.24,-0.09,0.04,11.72,24.53,0.42,7.54,-0.36,4.14,2.82,3.1,6.16,8.08,11.14,12.36,15.24,15.62,16.2,17.6,18.99,19.95
138.428221,9.01,3.21,5.39,7.92,11.07,3.65,2.05,2.88,2.85,0.04,0.09,0.2,0.02,0.04,10.13,13.36,0.36,5.7,0.06,3.08,2.1,4.31,6.59,7.4,8.9,9.75,12.42,13.1,13.72,15.36,16.05,16.95
152.4390745,14.56,3.46,7.45,13.3,16.88,5.22,2.78,3,3.13,-0.12,0.41,0.18,-0.04,0.14,15.56,27.31,0.33,6,-0.26,4.06,2.93,5.57,11.68,12.42,14.71,15.73,17.95,18.42,20.13,22.6,24.45,25.39
23.672659,3.62,2.08,2.64,3.76,5.52,3.97,3.73,1.57,1.34,0.7,0.33,0.32,0.35,0.16,6.13,15.79,0.64,3.37,1.4,2.96,2,2.33,3.18,3.51,4.25,4.74,6.32,6.89,7.31,14.48,15.35,16.17
56.8588605,8.49,2.8,4.03,6.17,8.1,2.07,2.39,1.45,1.49,-0.08,0.09,0.16,-0.07,0.08,7.21,4.31,0.28,2.94,-0.25,1.71,1.18,3.61,5.31,5.79,6.78,7.39,8.54,8.73,9.05,9.64,10.33,11.35
68.003296,15.74,2.14,3.04,7.01,12.17,4.76,1.76,4.1,5.07,-0.12,-0.02,0.27,-0.04,-0.01,10.08,22.71,0.47,8.6,-0.15,4.13,2.74,2.57,4.75,5.68,8.69,10.67,13.44,14.29,14.97,16.05,16.89,18.19
195.4847655,16.21,7.48,10.71,13.38,16.45,3.03,2.83,2.03,1.89,-0.29,0.11,0.11,-0.17,0.06,14.99,9.18,0.2,4.69,-0.72,2.52,1.69,9.03,12.11,12.75,14.88,15.84,17.1,17.45,17.73,18.37,18.75,19.54
117.671401,9.86,2.34,4.46,6.54,9.4,2.82,2.23,2.14,2.16,-0.07,0.1,0.19,-0.04,0.06,8.3,7.98,0.34,4.34,-0.17,2.36,1.61,3.49,5.62,6.12,7.66,8.48,10.11,10.46,10.85,11.94,12.64,13.91
59.206358,8.59,2.47,6.43,7.94,9.91,2.45,3.12,1.65,1.68,-0.007069,0.17,0.14,-0.005128,0.12,9.28,6.02,0.26,3.3,-0.17,1.95,1.37,5.41,7.33,7.62,8.62,9.23,10.56,10.93,11.33,12.55,13.51,14.37
80.457388,3.13,2.46,3.57,6.86,12.05,4.68,1.75,4.13,7.37,-0.05,-0.02,0.26,-0.01,-0.00968,10.27,21.93,0.45,8.25,-0.06,4.06,2.7,3.15,5.19,6.13,9,10.51,13.78,14.38,14.96,16.45,17.4,18.2
130.026651,7.15,2.22,3.73,5.49,7.35,2.57,2.53,1.8,1.85,0.09,0.15,0.2,0.06,0.1,7.01,6.61,0.36,3.58,0.3,2.05,1.46,2.98,4.73,5.1,6.3,6.85,8.16,8.68,9.3,10.72,11.79,12.73
73.3160535,2.26,2.1,2.51,3.74,6.2,3.7,3.48,2.16,2.87,0.52,0.2,0.31,0.26,0.1,6.3,13.71,0.58,5.28,1.09,2.97,1.99,2.28,3.03,3.34,4.55,5.14,7.69,8.62,9.1,12.08,14.8,16.55
55.0302835,2.7,2.14,2.88,5.01,11.47,6.65,1.66,4.32,4.5,0.57,-0.17,0.36,0.15,-0.04,10.27,44.3,0.64,12.32,0.43,6.06,3.73,2.47,3.9,4.42,6.1,7.21,15.85,16.74,17.35,20.08,21.56,22.8
79.024179,25.69,2.98,7.68,14.8,22.18,7.73,2.14,6.36,6.89,-0.32,0.18,0.22,-0.07,0.04,19.26,59.85,0.4,12.49,-0.28,6.55,4.42,5.31,11.87,13.44,17.48,19.52,25.4,25.93,26.82,28.44,30.2,32.88
119.4258465,4.67,2.24,3.99,5.92,10.83,6.36,2.27,4.39,4.67,0.66,0.14,0.32,0.18,0.04,10.86,40.52,0.58,9.63,0.66,5.3,3.55,3.29,4.89,5.44,7.89,9.35,12.87,15.07,18.4,20.96,22.89,25.14
86.338487,2.62,2.09,3.05,5.95,11.72,4.98,1.86,4.4,7.86,0.004031,0.007608,0.28,0.001408,0.002657,9.95,24.82,0.5,8.91,0.01,4.28,2.86,2.6,4.34,5.1,9.01,10.49,13.2,14.01,14.8,16.36,17.64,19.91
169.662293,4.17,2.18,3.43,5.99,11.64,5.61,1.71,4.92,5.05,0.25,-0.08,0.31,0.08,-0.02,10.37,31.53,0.54,10.27,0.25,4.95,3.21,2.73,4.58,5.17,7.81,9.23,14.68,15.44,16.52,18.59,19.43,20.56
45.1955045,3.31,2.23,3.13,4.46,6.99,2.8,2.03,2.22,2.66,0.16,0.03,0.24,0.1,0.02,6.51,7.88,0.43,4.74,0.37,2.39,1.6,2.63,3.74,4.12,5.31,5.98,8.18,8.86,9.42,10.61,11.27,12.5
84.213384,2.01,2.08,2.68,4.69,9.68,6.16,3.54,3.88,6.71,0.75,0.39,0.35,0.22,0.12,9.31,38.03,0.66,7.61,1.06,4.7,3.32,2.31,3.58,4.14,6.93,8.72,11,11.75,12.47,19.98,23.59,25.73
47.6171335,3.53,2.11,2.86,3.87,6.63,4.53,2.81,2.26,1.86,0.68,0.14,0.34,0.27,0.05,7.2,20.53,0.62,6.54,0.96,3.8,2.45,2.47,3.39,3.64,4.55,5.4,8.99,10.18,11.87,14.44,16.16,18.8
38.7707745,3.6,2.06,2.51,3.38,4.89,3.72,3.07,1.36,1.17,0.65,0.19,0.33,0.33,0.09,5.86,13.89,0.63,5.21,1.14,3.07,1.95,2.27,3,3.17,3.74,4.22,6.17,8.38,9.56,12.02,13.94,15.56
42.0325605,10.47,2.19,3.94,9.23,12.14,4.8,2.16,3.73,3.58,-0.08,0.18,0.24,-0.02,0.06,11.4,23.1,0.42,7.59,-0.14,3.88,2.74,2.88,7.15,8.31,10.47,11.19,14.38,15.91,16.47,17.94,18.81,19.74
77.689812,4.8,2.13,2.86,4.34,6.82,3.9,2.51,2.32,1.95,0.48,0.1,0.3,0.22,0.05,7.04,15.26,0.55,5.85,0.78,3.36,2.15,2.49,3.72,4.07,4.87,5.41,9.13,9.92,10.75,13.35,14.49,16.91
31.481177,13.68,2.43,4.83,8.95,14.58,5.4,1.95,4.32,4.23,-0.12,0.08,0.24,-0.03,0.02,12.54,29.2,0.43,9.14,-0.12,4.61,3.1,3.77,6.75,7.65,11.33,13.18,16.2,16.79,17.57,19.39,20.88,22.51
103.28989,2.78,2.11,2.81,4.48,9.06,3.27,1.68,2.65,5.33,-0.08,-0.05,0.25,-0.04,-0.03,7.37,10.74,0.44,6.19,-0.14,2.91,1.87,2.54,3.49,3.96,6.57,8.12,9.85,10.16,10.46,11.22,11.9,13.45
117.1030595,3.62,2.11,2.75,3.5,4.83,1.3,1.98,1.06,1.05,0.03,0.01,0.17,0.05,0.02,4.39,1.69,0.29,2.1,0.19,1.13,0.74,2.44,3.17,3.37,3.75,4.22,5.29,5.47,5.71,6.16,6.46,7.18
83.6450425,14.33,2.19,3.74,9.1,13.5,4.53,2.07,3,2.67,-0.41,0.06,0.23,-0.16,0.02,11.08,20.55,0.4,6.6,-0.55,3.86,2.55,2.72,5.97,8.11,10.72,12.4,14.36,14.71,15.11,16.27,16.94,17.46
12.9730125,3.85,2.07,2.63,3.82,9.46,4.66,1.75,2.95,1.82,0.42,-0.12,0.34,0.16,-0.04,7.67,21.76,0.6,8.31,0.45,4.24,2.61,2.34,3.25,3.54,4.33,5.49,10.88,11.85,12.94,14.23,15.39,17.46
94.838899,3.17,2.32,3.32,6.83,11.82,4.76,1.82,4.06,6.98,-0.02,0.003935,0.27,-0.008146,0.001431,10.07,22.72,0.47,8.12,-0.02,4.1,2.74,2.85,4.52,5.94,8.77,10.16,13.29,14.06,14.74,16.42,17.36,18.88
119.697662,3.04,2.08,2.62,3.6,7.84,4.34,2.24,3.08,3.07,0.47,0.01,0.33,0.19,0.006832,7.27,18.84,0.59,7.39,0.64,3.74,2.42,2.33,3.14,3.4,4.69,6.11,9.93,10.79,11.41,13.73,15.8,17.32
73.14308,4.52,2.11,2.68,3.51,4.58,1.76,5.72,1,1.06,0.19,0.15,0.2,0.21,0.16,4.59,3.13,0.38,2.01,1.36,1.31,0.93,2.42,3.14,3.32,3.94,4.31,5.06,5.33,5.75,7.03,7.7,11.51
85.5724615,15.47,2.48,4.49,9.21,14.12,4.67,1.84,3.39,2.91,-0.32,-0.02,0.23,-0.12,-0.01,11.5,21.85,0.4,8.04,-0.4,4.1,2.65,3.79,5.94,7.63,10.4,12.75,15.22,15.67,16.04,16.79,17.67,18.36
305.965411,15.97,2.28,4,10.8,18.34,7.06,1.82,5.29,5.6,-0.52,-0.04,0.26,-0.13,-0.01,14.89,49.94,0.47,12.7,-0.43,6.12,4,2.98,6.05,8.18,14.89,16.45,20.2,20.88,21.63,23.18,23.84,24.94
104.1053365,14.61,2.7,5.11,10.46,13.92,4.08,2.55,2.58,2.36,-0.39,0.2,0.18,-0.17,0.08,12.05,16.68,0.33,5.58,-0.68,3.31,2.28,3.98,8.46,9.5,12.01,12.9,14.7,15.08,15.61,16.55,17.49,18.32
74.2550525,16.83,2.2,3.35,8.4,14.45,5.15,1.79,3.44,3.76,-0.46,-0.06,0.25,-0.16,-0.02,11.47,26.56,0.44,9.55,-0.5,4.49,2.89,2.92,4.75,6.26,11.24,13.07,15.47,15.82,16.19,17.04,17.55,18.32
178.5333625,5.36,2.37,3.89,5.83,12.05,4.96,1.61,4.42,3.98,0.11,-0.12,0.28,0.03,-0.04,10.06,24.64,0.49,9.48,0.12,4.43,2.85,3.12,4.92,5.4,7.66,9.35,13.63,14.88,15.83,16.92,17.5,18.3
119.3270045,3.8,2.33,3.52,5.07,15.51,6.93,1.43,7.24,9,0.17,-0.34,0.33,0.04,-0.08,11.73,48.07,0.59,13.11,0.07,6.42,3.92,3.06,4.19,4.59,6.25,12.81,17.23,17.7,18.43,20.84,21.87,23.51
232.3034105,21.61,2.59,4.37,12.56,18.69,6.55,2.09,4.11,4.34,-0.64,0.1,0.23,-0.17,0.02,15.28,43.03,0.42,9.86,-0.61,5.53,3.66,3.51,6.44,10.74,15.14,17.27,19.81,20.6,21.22,22.29,23.16,24.86
56.6117555,15.74,2.42,3.62,5.36,12.48,4.91,1.45,4.74,4.82,-0.11,-0.24,0.27,-0.03,-0.08,10.08,24.13,0.48,10.19,-0.12,4.47,2.8,3.1,4.5,4.78,8.06,10.92,14.35,14.97,15.43,16.09,16.46,16.94
242.2864525,16.81,2.45,4.22,8.57,14.73,5.66,1.97,4.27,4.3,-0.17,0.08,0.26,-0.05,0.02,12.36,32.11,0.45,9.73,-0.15,4.83,3.24,2.96,5.81,7.14,11.67,13.31,16.2,16.87,17.43,18.8,21.13,23.57
6.375309,2.03,2.07,2.17,2.53,3.41,2.87,5.83,0.83,1.12,0.63,0.34,0.31,0.48,0.26,4.17,8.24,0.68,2.05,1.99,1.98,1.3,2.1,2.27,2.44,2.86,3.15,3.92,4.5,4.92,8.56,12.29,12.56
47.1229235,4.35,2.22,2.65,3.61,4.54,1.18,2.42,0.81,0.82,0.03,0.06,0.15,0.04,0.08,4.29,1.41,0.27,1.68,0.23,0.96,0.67,2.44,3.2,3.39,3.95,4.28,4.92,5.07,5.25,5.94,6.47,7.03
101.1400765,4.25,2.39,3.42,5.91,17.42,7.13,1.54,5.38,11.32,-0.27,-0.23,0.3,-0.06,-0.05,13.31,50.95,0.53,14.4,-0.24,6.41,4.03,3.04,4.41,4.8,12.45,15.58,18.63,19.2,19.85,21.75,23.1,24.39
189.1094565,13.96,2.38,8.87,11.6,14.39,3.51,3.96,2.15,2.06,-0.35,0.27,0.14,-0.18,0.14,12.98,12.38,0.27,4.54,-1.02,2.73,1.91,5.46,10.43,10.87,12.77,13.7,15.09,15.42,15.93,16.94,17.43,18.32
91.033482,12.55,2.17,3.68,10.6,14.5,6.75,2.92,3.87,3.8,0.28,0.58,0.27,0.07,0.15,13.75,45.56,0.49,7.88,0.4,5.17,3.76,2.61,8.8,9.61,12.01,13.21,16.43,17.49,18.54,23.82,28.33,29.55
153.402784,2.4,2.11,2.91,5.78,13.64,6.17,1.81,5.27,10.01,0.02,-0.03,0.31,0.006049,-0.01,11.26,38.14,0.54,11.04,0.01,5.36,3.53,2.55,3.84,4.87,10.05,12.42,15.18,15.91,17.2,19.19,20.81,23.23
186.8360905,11.64,3.2,7.27,10.5,15.5,5.82,2.11,4.43,4.15,0.23,0.15,0.23,0.06,0.04,14.25,33.88,0.4,9.3,0.24,4.92,3.33,5.96,8.76,9.53,11.89,13.27,17.65,18.83,19.87,22.96,24.08,26.2
143.222058,13.16,2.48,6.25,10.71,13.42,3.84,2.89,2.4,2.34,-0.26,0.27,0.17,-0.12,0.13,12.16,14.75,0.31,4.84,-0.57,3.03,2.14,4.43,9.39,10.08,11.82,12.72,14.49,14.93,15.37,16.7,17.98,19.04
60.5160145,7.44,2.27,4.2,6.88,10.14,5.1,2.8,3.11,2.95,0.49,0.3,0.28,0.17,0.1,9.99,26.08,0.51,6.49,0.74,4.08,2.84,3.24,5.53,6.28,7.8,9.05,11.53,12.78,14.27,18.28,20.5,22.14
225.6315755,21.07,2.24,5.04,18.15,21.52,6.86,3.04,2.86,2.65,-1.07,0.47,0.19,-0.29,0.13,18.33,47.07,0.37,7.63,-1.11,5.47,3.61,3.37,12.52,15.49,19.8,20.69,22.52,23.13,23.62,24.79,25.6,26.96
110.5794875,9.55,2.13,3.72,8.11,13.74,8.83,1.86,6.21,5.41,0.72,0.002764,0.35,0.14,0.000555,14.18,77.97,0.62,16.14,0.48,7.71,4.98,2.82,6.16,7.07,9.63,11.44,18.84,23.22,25.04,27.75,29.2,30.74
107.638938,3,2.15,3.45,8.54,14.11,5.5,1.93,4.39,8.79,-0.07,0.08,0.26,-0.02,0.02,11.77,30.3,0.46,8.84,-0.08,4.71,3.17,2.84,6.47,7.24,10.05,11.8,15.45,16.08,17.01,18.98,20.32,21.76
159.778093,19.94,2.56,6.64,17.12,19.9,5.38,4.39,2.23,2.21,-0.8,0.57,0.15,-0.29,0.21,17.6,28.96,0.3,4.51,-1.41,3.88,2.75,4.42,15.4,16.43,18.04,18.95,20.58,20.95,21.52,22.53,23.65,24.91
161.9279065,2.81,2.08,2.67,4.37,9.06,6.74,2.84,3.72,3.96,1.03,0.22,0.39,0.28,0.06,9.09,45.44,0.74,8.98,1.01,5.5,3.61,2.33,3.19,3.55,5.02,6.78,11.08,12.53,13.54,22.12,22.84,24.81
189.8013505,2.2,2.03,2.34,3.54,7.56,3.59,1.67,3.02,3.43,0.23,-0.1,0.31,0.11,-0.04,6.58,12.95,0.54,6.93,0.33,3.22,2.04,2.18,2.78,3.1,4.55,5.64,9.22,10.04,10.5,11.77,12.31,13.53
191.951164,16.28,2.57,5.58,12.34,17.12,5.66,2.2,3.76,3.67,-0.39,0.19,0.21,-0.12,0.06,14.68,32.13,0.38,7.25,-0.46,4.72,3.2,4.9,8.41,11.56,13.84,16.18,18.19,18.82,19.87,21.31,22.8,23.89
179.2252565,4.34,2.31,3.08,4.02,5.3,2.96,4.46,1.18,1.1,0.5,0.3,0.26,0.33,0.2,5.73,8.78,0.51,2.47,1.5,2.17,1.49,2.73,3.59,3.81,4.43,4.77,5.95,6.29,6.87,11.54,12.43,14.56
116.781823,2.67,2.27,3.16,5.28,13.22,5.97,1.65,5.9,8.42,0.08,-0.14,0.31,0.02,-0.04,10.88,35.69,0.54,11.58,0.06,5.3,3.42,2.72,4.06,4.51,8.48,11.1,15.33,16.09,17.02,18.44,19.72,22.03
267.614715,7.17,2.69,3.96,7.31,10.86,4.78,2.08,3.46,3.52,0.26,0.12,0.26,0.09,0.04,10.16,22.88,0.47,6.88,0.36,4.04,2.72,3.25,5.95,6.83,8.16,8.93,12.8,13.71,14.97,17.54,18.48,19.57
175.44455,15.46,2.28,4.27,9.37,13.86,4.55,2.23,3.04,2.9,-0.38,0.13,0.22,-0.14,0.05,11.66,20.72,0.39,6.68,-0.55,3.82,2.57,2.85,7.5,8.58,11.32,12.75,14.88,15.26,15.64,16.88,17.74,18.5
96.964002,2.86,2.19,3,4.73,7.98,4.24,2.6,2.87,3.98,0.45,0.14,0.3,0.19,0.06,7.75,18.03,0.54,6.06,0.74,3.5,2.36,2.65,3.79,4.29,5.66,6.85,9.44,10.36,11.84,14.62,16.17,18.21
82.3106755,5.67,2.15,3.35,5.92,9.88,5.03,3.04,3.4,3.09,0.46,0.24,0.3,0.16,0.08,9.27,25.35,0.54,7.01,0.76,4.1,2.8,2.81,4.63,5.36,7.05,8.24,11.46,12.38,13.58,16.16,18.87,23.51
37.1893025,4.99,2.14,2.89,4.28,6.43,2.48,2.5,1.87,1.82,0.15,0.09,0.23,0.11,0.06,5.95,6.15,0.41,3.73,0.49,2.06,1.4,2.54,3.53,3.91,4.97,5.6,7.28,7.64,8.07,9.49,10.56,12.03
42.5761915,20.84,2.31,6.08,14.62,18.2,5.43,3.21,2.91,3.81,-0.68,0.37,0.18,-0.23,0.12,15.74,29.52,0.34,5.89,-1,4.22,2.94,3.41,12.52,13.89,15.57,17.03,19.13,19.78,20.38,21.29,22.01,23.32
102.6227065,4.28,2.2,3.21,6.18,11.47,4.98,1.79,4.42,5.42,0.11,-0.02,0.29,0.03,-0.008397,9.84,24.81,0.5,8.78,0.13,4.33,2.87,2.66,4.53,5.36,7.75,9.7,13.3,14.15,15,16.57,17.64,19.39
13.9120115,11.62,2.19,3.77,8.13,11.83,4.12,2.21,2.91,2.87,-0.19,0.16,0.22,-0.08,0.06,10.32,17.05,0.4,5.9,-0.31,3.41,2.35,2.77,6.7,7.5,9.66,10.98,12.88,13.41,13.96,15.53,16.4,17.76
58.267359,17.75,2.29,4.35,8.11,13.67,5.31,1.98,4.49,5.76,-0.07,0.06,0.26,-0.02,0.02,11.75,28.24,0.45,9.12,-0.05,4.53,3.05,3.22,6.04,7.06,10.55,12.05,15.41,16.18,16.99,18.28,19.43,22.93
46.999371,7.42,2.34,4.19,7.7,12.32,4.98,2.12,3.82,4.11,0.12,0.13,0.25,0.04,0.04,11.04,24.85,0.45,7.7,0.18,4.22,2.86,3.4,6.44,7.25,9.06,10.86,14.04,14.96,15.72,18.03,19.69,21.48
75.3423145,19.4,2.11,3.72,9.05,15.32,5.99,1.83,5.03,6.28,-0.17,0.01,0.27,-0.05,0.003916,12.71,35.99,0.47,10.03,-0.17,5.17,3.45,2.84,6.22,7.92,10.89,13.12,17.04,17.95,18.78,20.34,21.48,22.55
48.1607645,7.11,2.45,3.4,5.88,7.82,2.66,2.32,1.84,1.87,0.03,0.13,0.2,0.02,0.09,7.28,7.08,0.36,3.73,0.11,2.14,1.52,2.91,4.79,5.28,6.62,7.27,8.6,9.01,9.62,11.1,12.05,12.74
18.8541115,3.43,2.08,2.85,3.95,8.85,6.09,3.2,3.63,3.76,0.93,0.28,0.37,0.28,0.08,8.62,37.14,0.7,7.53,1.09,4.82,3.25,2.38,3.5,3.78,4.76,7.2,10.6,11.31,12.18,19.68,22.45,23.35
146.632107,9.52,3.16,5.62,9.67,11.46,3.13,3.15,1.75,2.24,-0.17,0.29,0.16,-0.09,0.17,10.7,9.83,0.29,3.48,-0.55,2.36,1.73,3.95,8.85,9.27,10.38,10.88,12.29,12.76,13.2,14.52,15.46,16.72
78.0110485,7.18,2.25,3.57,5.83,8.15,3.14,3.17,1.99,1.93,0.16,0.24,0.22,0.09,0.14,7.62,9.88,0.41,3.86,0.58,2.43,1.75,2.89,4.89,5.35,6.85,7.47,8.77,9.21,9.77,12.17,14.16,15.71
