STBIOMSha,Elev_mode,Elev_P01,Elev_P10,Elev_P30,Elev_P60,Elev_stddev,Elev_kurtosis,Elev_MAD_median,Elev_MAD_mode,Elev_L3,Elev_L4,Elev_LCV,Elev_Lskewness,Elev_Lkurtosis,Elev_ave,Elev_variance,Elev_CV,Elev_IQ,Elev_skewness,Elev_AAD,Elev_L2,Elev_P05,Elev_P20,Elev_P25,Elev_P40,Elev_P50,Elev_P70,Elev_P75,Elev_P80,Elev_P90,Elev_P95,Elev_P99
62.7399595,2.01,2.02,2.17,2.98,9.01,4.74,1.65,4.13,4.53,0.36,-0.18,0.35,0.13,-0.06,7.46,22.54,0.63,8.49,0.35,4.27,2.68,2.08,2.52,2.78,4.16,6.54,10.88,11.27,12.76,14.43,15.16,16.41
62.3445915,2.77,2.04,2.4,3.13,4.73,2.66,2.49,1.3,1.15,0.38,0.07,0.28,0.26,0.05,5.05,7.08,0.52,4.21,0.88,2.23,1.44,2.19,2.8,2.96,3.48,3.93,5.96,7.17,7.56,9.5,10.54,11.04
58.6874375,2.17,2.04,2.46,4.43,6.08,2.53,2.49,1.91,3.34,0.14,0.11,0.24,0.1,0.07,5.78,6.42,0.43,3.82,0.45,2.04,1.43,2.27,3.03,3.61,5.05,5.52,6.86,7.43,8.07,9.42,10.61,12.08
56.290519,2.75,2.03,2.3,2.83,3.56,1.11,5.09,0.67,0.66,0.12,0.08,0.16,0.2,0.14,3.52,1.23,0.31,1.36,1.26,0.84,0.59,2.14,2.6,2.73,3.09,3.33,3.92,4.09,4.26,4.96,5.54,7.56
37.1893025,2.23,2.03,2.24,2.65,4.29,1.72,2.39,1.26,1.38,0.18,0.009172,0.23,0.19,0.009519,4.08,2.98,0.42,2.94,0.67,1.48,0.96,2.13,2.43,2.55,2.99,3.62,5.17,5.49,5.71,6.41,7.55,8.24
50.7800775,2.39,2.05,2.41,3.52,4.9,1.8,2.84,1.28,2.12,0.12,0.09,0.21,0.12,0.09,4.65,3.27,0.38,2.59,0.62,1.44,1.01,2.21,2.85,3.15,4.01,4.52,5.49,5.74,6.04,7.15,8.27,9.26
26.68734,2.2,2.02,2.3,3.15,7.8,3.61,1.65,3.4,4.35,0.25,-0.12,0.31,0.12,-0.06,6.35,13.04,0.56,6.76,0.32,3.29,2.03,2.16,2.69,2.89,3.59,6.56,8.96,9.65,9.93,11.73,12.48,13.21
37.312855,2.16,2.09,2.71,4.35,7.26,2.5,1.79,2.17,4.34,-0.02,-0.005198,0.23,-0.01,-0.003603,6.23,6.26,0.4,4.34,-0.04,2.18,1.44,2.33,3.51,4.05,5.39,6.51,8.02,8.4,8.72,9.5,9.98,10.86
147.324001,14.38,2.21,4.8,9.19,12.66,3.74,2.34,2.43,2.56,-0.38,0.11,0.19,-0.18,0.05,10.78,14.04,0.34,5.69,-0.67,3.13,2.09,3.66,6.89,8.07,10.88,11.82,13.39,13.77,14.15,14.82,15.38,16.24
19.0023745,2.11,2.03,2.23,2.88,4.99,1.99,1.74,1.76,2.19,0.12,-0.03,0.24,0.1,-0.03,4.62,3.96,0.43,3.74,0.32,1.74,1.13,2.12,2.55,2.7,3.73,4.31,6.08,6.44,6.86,7.47,7.96,8.45
42.2302445,2.91,2.11,2.78,3.89,5.79,2.25,2.24,1.74,2.14,0.15,0.05,0.23,0.12,0.04,5.48,5.06,0.41,3.57,0.46,1.9,1.28,2.45,3.29,3.6,4.52,5.06,6.75,7.17,7.64,8.75,9.59,10.65
72.0805285,9.65,2.1,3.12,6.52,9.46,3.56,2.08,2.56,2.98,0.004959,0.11,0.24,0.002423,0.05,8.5,12.7,0.41,5.16,0.004435,2.95,2.04,2.54,5.24,6.02,7.38,8.55,10.22,11.18,12.27,13.61,14.17,14.93
78.9994685,19.28,6.07,10.5,15.06,17.94,3.78,3.75,1.94,2.04,-0.55,0.23,0.12,-0.27,0.11,15.97,14.31,0.23,4.94,-1.17,3,2.02,7.02,13.08,13.86,16.29,17.23,18.48,18.8,19.09,19.7,19.98,20.51
151.673049,8.16,2.39,3.96,7.59,11.8,4.31,1.94,3.54,3.85,-0.05,0.05,0.24,-0.02,0.02,10.22,18.65,0.42,7.08,-0.07,3.71,2.48,3.07,5.81,6.83,8.78,10.27,13.21,13.91,14.56,15.92,16.73,18.34
33.260333,4.38,2.1,2.9,4.25,6.22,2.72,5.48,1.56,1.7,0.27,0.24,0.24,0.18,0.16,5.9,7.42,0.46,3.09,1.31,2.02,1.44,2.38,3.65,4.02,4.89,5.59,6.81,7.12,7.52,8.95,11.39,15.56
101.5354445,9.93,2.41,5.24,8.59,10.83,3.23,2.7,2.2,2.2,-0.11,0.21,0.18,-0.06,0.11,10,10.48,0.32,4.15,-0.34,2.55,1.82,3.72,7.41,8.23,9.41,9.99,12.01,12.39,12.93,14.23,15.02,15.96
194.5457665,17.48,4.33,11.67,15.7,19.94,5.31,2.95,3.57,3.76,-0.17,0.34,0.16,-0.05,0.11,18.29,28.22,0.29,7.24,-0.38,4.25,2.99,8.63,14.11,14.93,17.1,18.28,21.48,22.17,23.1,25.14,26.48,28.15
254.5922815,16.7,4.21,10.44,15.14,17.73,4.23,3.71,2.4,2.42,-0.36,0.38,0.14,-0.15,0.16,16.35,17.92,0.25,4.86,-0.86,3.21,2.31,7.22,13.34,14.39,16.13,16.95,18.7,19.25,19.73,21.18,22.08,23.6
198.919525,24.04,2.14,14.98,19.48,22.85,5.8,5.89,2.68,2.98,-0.67,0.66,0.14,-0.22,0.22,20.78,33.7,0.27,5.73,-1.53,4.11,2.96,3.66,17.67,18.59,20.79,21.87,23.82,24.32,24.87,26.55,27.89,29.93
143.3456105,17.78,8.2,13.9,17.1,19.45,3.64,4.69,2.16,2.18,-0.16,0.34,0.1,-0.08,0.17,18.49,13.29,0.19,4.35,-0.74,2.73,1.98,12.24,16.07,16.51,17.92,18.64,20.28,20.86,21.5,22.92,23.96,25.85
146.0143445,11.31,2.41,5.69,9.71,13.84,4.52,2.27,3.42,3.48,-0.11,0.18,0.21,-0.04,0.07,12.23,20.48,0.36,6.84,-0.18,3.75,2.59,4.61,8.19,8.83,11.29,12.56,14.96,15.68,16.4,18.15,19.19,20.85
128.2722055,2.44,2.07,2.67,6.42,19.02,8.81,1.49,7.81,14.3,-0.14,-0.38,0.34,-0.02,-0.07,14.44,77.62,0.61,18.13,-0.12,7.99,5.01,2.35,3.5,4.17,12.33,16.75,21.2,22.3,23.25,25.35,26.91,28.14
138.8482995,20.37,2.7,5.9,9.86,15.84,5.62,1.91,4.84,6.26,-0.14,0.05,0.23,-0.04,0.01,13.77,31.69,0.4,9.82,-0.16,4.82,3.24,4.51,7.91,8.85,12.35,14.1,17.7,18.67,19.46,21.01,21.98,23.33
118.709242,4.35,2.18,3.22,4.97,10.89,7.41,2.08,4.31,3.37,0.91,0.003706,0.38,0.22,0.000903,10.8,54.96,0.68,12.52,0.68,6.48,4.1,2.63,4.17,4.54,6.14,7.72,14.58,17.07,18.96,23.09,24.89,26.12
191.802901,5.05,2.2,4.4,6.99,14.08,8.5,1.98,6.22,6.45,0.75,0.01,0.34,0.15,0.004133,13.76,72.27,0.61,14.32,0.52,7.36,4.8,3.18,5.63,6.34,9.51,11.51,19,20.67,23.19,26.88,28.73,31.73
210.138092,19.99,4.55,11,16.03,20.86,5.42,2.96,3.69,3.6,-0.45,0.28,0.16,-0.14,0.09,18.55,29.45,0.29,7.33,-0.69,4.42,3.03,8.04,14.32,15.46,17.62,19.72,22.26,22.8,23.41,24.72,25.79,27.19
365.7895315,20.13,3.46,10.71,15.82,21.83,6.49,2.41,4.88,4.9,-0.39,0.2,0.19,-0.1,0.05,19.41,42.13,0.33,9.91,-0.46,5.4,3.68,7.5,12.88,14.92,18.7,20.23,24.07,24.83,25.67,27.44,28.3,29.62
52.781628,4.86,2.07,3.08,4.71,6.88,4.53,5.3,2.19,1.9,0.69,0.4,0.31,0.29,0.17,7.41,20.56,0.61,5.21,1.52,3.42,2.34,2.48,3.95,4.38,5.28,5.95,8.35,9.59,10.36,12.75,17.52,23.1
102.499154,14.64,2.25,3.98,10.19,15.69,6.18,2.24,4.23,4.17,-0.11,0.26,0.26,-0.03,0.07,13.55,38.2,0.45,9,-0.09,5.1,3.53,3.28,7.64,8.89,12.31,14.46,17.12,17.89,18.66,21.3,23.94,26.1
122.168712,2.01,2.14,3.32,9.69,16.21,7.01,2.14,5.12,12.53,-0.06,0.2,0.29,-0.01,0.05,13.69,49.27,0.51,10.86,-0.02,5.85,4.01,2.56,5.6,7.7,12.53,14.55,17.54,18.56,19.86,22.54,24.93,28.86
193.137268,16.79,2.24,7.94,14.1,19.01,6.22,2.83,3.92,4.09,-0.41,0.41,0.2,-0.11,0.11,16.69,38.7,0.37,7.86,-0.55,4.95,3.48,3.21,12.06,13.39,15.82,17.26,20.67,21.25,22.01,23.97,25.49,28.16
241.965216,15.39,2.19,4.31,10.26,17.86,6.76,1.85,5.22,5.52,-0.4,0.005991,0.26,-0.1,0.001555,14.57,45.8,0.46,12.21,-0.34,5.83,3.85,3.35,6.61,8.03,14.21,15.86,19.51,20.25,21.02,22.36,23.37,26.12
230.30186,23.8,2.59,7.61,17.84,22.39,6.66,3.25,3.28,3.29,-0.86,0.51,0.18,-0.24,0.14,19.37,44.38,0.34,7.35,-1.01,5.22,3.58,4.4,14.69,16.68,19.87,21.37,23.51,24.03,24.53,25.93,27.34,29.46
137.044433,19.58,2.23,5.81,13.25,19.64,6.56,2.39,4.41,4.01,-0.55,0.26,0.22,-0.14,0.07,16.49,43.16,0.39,9.48,-0.57,5.46,3.69,3.46,10.27,11.85,16.24,18.1,20.79,21.34,22.22,23.96,25.11,27.56
59.3793315,11.42,2.36,4.43,7.87,11.93,4.68,2.26,3.52,3.63,0.08,0.18,0.24,0.03,0.06,10.77,21.94,0.43,7.01,0.16,3.88,2.68,3.34,6.23,7.17,9.36,10.67,13.25,14.19,15.14,16.95,19.02,20.84
162.298564,11.54,2.19,3.98,7.93,14.66,7.98,3.08,5.6,5.54,0.68,0.43,0.32,0.15,0.09,13.49,63.82,0.59,11.19,0.76,6.38,4.43,3.11,6,6.92,10.41,12.56,17.09,18.11,19.07,24.13,30.85,34.15
101.6837075,10.1,2.25,4.18,8.32,12.03,5.66,2.25,3.66,3.4,0.31,0.24,0.27,0.09,0.07,11.55,32.07,0.49,7.93,0.39,4.59,3.21,3.18,6.53,7.5,9.67,10.67,13.31,15.44,17.95,20.24,21.7,23.56
187.750379,14.12,2.36,6.05,11.35,17.35,8.16,2.03,5.66,5.49,0.32,0.21,0.28,0.06,0.04,16.45,66.66,0.49,12.53,0.24,6.82,4.66,3.52,9.34,10.6,13.36,15.08,20.56,23.14,26.05,28.7,30.12,31.78
255.358307,21.03,4.86,12.01,17.85,21.68,5.16,3.42,3.07,2.99,-0.48,0.36,0.14,-0.17,0.12,19.66,26.65,0.26,6.5,-0.84,4.08,2.84,9.73,15.63,16.91,19.28,20.77,22.94,23.41,23.91,25.41,26.47,28.07
115.398035,9.84,2.24,4.3,8.23,13.93,5.85,2.04,4.52,4.77,0.15,0.13,0.27,0.04,0.04,12.08,34.23,0.48,9.05,0.17,4.96,3.36,3.13,6.37,7.38,9.98,11.35,15.6,16.43,17.88,20.51,22.01,23.73
85.6713035,19.69,2.17,4.14,9.27,16.71,6.22,1.84,5.17,5.29,-0.28,0.004939,0.26,-0.07,0.001383,13.57,38.69,0.45,10.38,-0.26,5.43,3.56,2.98,7.1,8.55,11.82,14.4,18.14,18.93,19.63,21.17,22.23,23.76
319.4820545,21.45,4.06,10.47,16.74,21.34,5.25,3.31,2.8,2.44,-0.62,0.36,0.15,-0.21,0.12,18.86,27.61,0.27,6.8,-0.95,4.21,2.86,8.14,14.72,15.63,19.37,20.42,22.09,22.43,22.96,24.52,25.34,26.84
322.027236,23.42,3.32,12.89,18.04,22.15,5.55,3.55,3.59,3.54,-0.44,0.41,0.15,-0.14,0.13,20.04,30.85,0.27,7.38,-0.77,4.35,3.06,9.34,15.87,16.75,19.46,20.68,23.61,24.14,24.73,26.34,27.25,30.29
428.2576755,12.47,3.28,6.61,10.39,14.44,6.25,2.65,3.76,3.85,0.46,0.37,0.24,0.13,0.1,14.1,39.08,0.44,7.81,0.57,4.99,3.5,5.82,8.63,9.61,11.85,12.99,16.33,17.43,19.54,23.98,26.12,29.29
162.1255905,18.7,2.49,7.49,13.02,16.57,4.67,3.05,2.85,3.24,-0.49,0.29,0.17,-0.19,0.11,14.53,21.82,0.32,5.97,-0.84,3.72,2.57,4.58,10.8,12.05,14.49,15.66,17.54,18.03,18.64,19.53,20.34,21.7
102.597996,16.24,3.47,9.07,13.05,15.65,3.48,3.64,1.96,1.78,-0.46,0.22,0.13,-0.24,0.11,13.87,12.13,0.25,4.48,-1.08,2.75,1.88,6.42,11.01,11.97,13.98,14.7,16.22,16.45,16.77,17.4,17.82,18.64
135.512382,14.57,2.36,4.67,11.1,15.09,4.66,2.57,2.88,2.75,-0.49,0.21,0.19,-0.18,0.08,12.97,21.79,0.35,6.17,-0.73,3.83,2.59,3.61,8.84,10.38,12.87,14.25,16.15,16.55,17.03,17.91,18.77,20.24
142.9996635,10.55,2.17,3.67,7.25,13.14,5.14,1.94,4.17,4.49,-0.1,0.04,0.26,-0.03,0.01,10.99,26.42,0.46,9,-0.08,4.4,2.94,2.9,5.35,6.04,10.24,11.5,14.47,15.03,15.58,17.34,18.45,22.05
91.2064555,12.28,2.73,5.91,8.61,12.14,3.58,2.32,2.73,2.5,-0.1,0.13,0.19,-0.05,0.06,10.75,12.88,0.33,5.83,-0.19,3,2.05,4.84,7.2,7.66,10.01,11.1,13.06,13.5,14.05,15.11,16.1,18.02
102.30147,11.59,2.61,5.39,8.81,11.55,3.23,2.62,2.25,2.16,-0.21,0.17,0.17,-0.11,0.09,10.28,10.48,0.31,4.55,-0.51,2.64,1.82,3.89,7.66,8.27,9.75,10.71,12.3,12.83,13.27,14.05,14.73,16.12
121.2050025,11.32,2.46,6.3,9.17,11.67,3.14,2.96,2.03,2.06,-0.17,0.21,0.16,-0.09,0.12,10.59,9.91,0.29,4.09,-0.51,2.51,1.76,4.58,8.2,8.76,9.91,10.98,12.41,12.85,13.28,14.48,15.32,16.33
78.9006265,13.82,2.15,3.69,6.59,12.56,5.04,1.79,4.49,4.32,0.04,-0.01,0.28,0.01,-0.006697,10.38,25.46,0.48,8.92,0.06,4.42,2.9,2.98,4.92,5.62,8.72,10.18,13.89,14.54,15.42,17.03,18.07,19.85
163.0893,12.34,2.89,6.01,10.42,15.34,6.14,2.24,4.46,4.52,0.16,0.23,0.24,0.04,0.06,14.21,37.72,0.43,9.21,0.19,5.1,3.51,4.59,8.68,9.49,12.19,13.52,17.69,18.7,20.36,22.67,25.06,27.69
87.524591,11.22,3.49,7.16,10.98,14.9,4.47,2.23,3.36,3.8,-0.11,0.15,0.19,-0.04,0.06,13.22,20.06,0.33,6.61,-0.2,3.76,2.56,5.57,9.15,10.11,11.82,13.19,16.19,16.73,17.42,19.21,20.12,21.05
147.571106,16.95,3.51,7.72,12.22,16.32,4.5,2.58,3.12,3.11,-0.26,0.23,0.17,-0.1,0.09,14.49,20.25,0.31,6.36,-0.47,3.67,2.54,5.93,10.57,11.48,13.86,15.1,17.28,17.84,18.36,20.11,20.99,22.3
199.16663,20.9,2.74,8.96,15.18,19.64,5.6,3.09,3.43,3.32,-0.55,0.38,0.17,-0.17,0.12,17.24,31.46,0.32,6.92,-0.8,4.43,3.09,5.18,12.67,14.38,17.14,18.28,20.79,21.3,21.94,23.28,24.37,26.8
227.5095735,21.05,3.05,7.82,14.9,20.49,6.2,2.44,4.09,4.28,-0.49,0.24,0.19,-0.14,0.07,17.52,38.52,0.35,8.27,-0.56,5.16,3.5,5.58,11.86,13.91,16.39,18.78,21.63,22.18,23.03,24.87,25.89,27.23
134.3509885,17.33,2.47,6.29,11.6,16.64,5.99,2.24,4.32,4.61,-0.08,0.26,0.23,-0.02,0.07,14.78,35.88,0.4,8.46,-0.09,4.94,3.43,4.56,9.22,10.85,13.33,15.21,17.84,19.32,20.47,22.56,24.66,26.37
254.0980715,21,3.65,12.3,17.3,20.35,4.36,5.13,2.11,1.99,-0.63,0.4,0.12,-0.27,0.18,18.37,19.05,0.23,4.48,-1.46,3.27,2.26,9.62,16.11,16.82,18.6,19.64,21.01,21.29,21.63,22.62,23.2,24.16
336.8782465,23.47,2.46,8.25,15.39,20.77,6.06,3.15,3.78,4.03,-0.73,0.35,0.18,-0.22,0.1,17.87,36.78,0.33,8.02,-0.95,4.85,3.31,3.96,13.69,14.55,17.69,19.44,21.99,22.57,23.07,24.07,25.04,26.27
100.8929715,9.66,2.45,5.69,8,10.01,2.68,3.21,1.63,1.6,-0.13,0.22,0.16,-0.08,0.15,9.05,7.19,0.29,3.25,-0.41,2.1,1.49,3.38,7.02,7.56,8.6,9.35,10.48,10.82,11.2,12.02,12.97,15.06
182.758858,12.23,2.43,5.25,9.77,13.19,4.09,2.38,2.79,2.78,-0.27,0.18,0.2,-0.11,0.07,11.54,16.78,0.35,5.64,-0.47,3.36,2.32,3.54,7.76,9.02,10.98,12.18,14.09,14.67,15.24,16.56,17.26,18.27
212.8315365,13.59,2.33,4.75,9.17,13.81,5.07,1.97,4.17,3.89,-0.19,0.09,0.23,-0.06,0.03,12.14,25.73,0.41,8.43,-0.25,4.25,2.91,3.39,6.92,8.1,11.55,12.85,15.65,16.54,17.24,18.81,19.39,20.22
433.0515125,20.66,4.01,8.35,16.86,20.57,5.45,3.09,2.77,2.63,-0.7,0.38,0.16,-0.23,0.12,18.1,29.72,0.3,6,-0.98,4.29,2.95,6.72,14.26,15.86,18.44,19.77,21.43,21.86,22.51,23.8,24.6,25.78
187.7998,22.8,3.44,5.26,11.17,19.28,8.31,2.72,6.02,8.73,0.28,0.38,0.28,0.06,0.08,16.5,69.08,0.5,12.04,0.4,6.83,4.68,4.45,8.85,9.74,13.66,16.7,21,21.78,22.96,24.67,32.48,37.58
125.1586825,12.98,3.66,7.2,9.83,12.99,3.46,2.6,2.38,2.49,-0.11,0.2,0.16,-0.05,0.1,11.66,12.02,0.29,4.73,-0.28,2.82,1.96,5.22,8.73,9.37,10.85,11.94,13.68,14.1,14.55,16.13,17.36,18.18
258.669514,16.03,3.63,9.66,15.96,19.08,5.52,3.32,3.24,3.67,-0.39,0.43,0.17,-0.12,0.14,17.74,30.5,0.31,6.7,-0.76,4.2,3.03,4.88,14.67,15.5,16.86,17.88,21.15,22.2,22.97,24.39,25.39,26.41
223.234657,19.25,4.8,12.56,17.78,21.67,5.21,3.72,3.39,3.47,-0.55,0.37,0.14,-0.19,0.13,19.65,27.23,0.26,6.83,-1.01,4.04,2.83,7.4,16.26,16.93,19.38,20.44,23.28,23.76,24.27,25.24,26.14,27.16
216.9829005,17.63,7.96,13.87,16.53,18.88,3.2,5.26,2.11,2.14,-0.2,0.22,0.09,-0.11,0.12,17.76,10.29,0.18,4.16,-0.96,2.47,1.75,12.19,15.16,15.96,17.28,17.93,19.65,20.13,20.64,21.57,22.14,23.21
210.53346,17.59,4.68,13.24,15.9,18.64,3.69,4.98,2.19,2.22,-0.18,0.35,0.11,-0.09,0.17,17.49,13.62,0.21,4.45,-0.78,2.77,1.99,11.67,14.9,15.36,17.04,17.8,19.44,19.82,20.27,21.46,23.07,25.48
200.3280235,18.68,5.24,10.23,14.77,18.49,4.27,3.35,2.6,2.2,-0.49,0.29,0.14,-0.21,0.12,16.5,18.29,0.25,5.74,-0.95,3.41,2.33,6.53,13.45,13.96,16.46,17.6,19.32,19.7,19.99,20.82,21.7,23.01
208.0376995,16.87,3.1,7.69,13.55,17.87,5.37,2.52,3.5,3.48,-0.31,0.3,0.19,-0.1,0.09,15.88,28.93,0.33,7.4,-0.42,4.36,3.04,6.43,10.84,12.36,15.35,16.77,19.09,19.77,20.43,22.29,24.2,25.76
171.737975,19.92,4.02,11.98,17.14,20.01,4.61,4.09,2.34,2.29,-0.53,0.42,0.13,-0.21,0.17,18.12,21.33,0.25,5.31,-1.11,3.51,2.47,7.59,14.8,15.82,18.32,19.16,20.71,21.13,21.62,22.98,23.86,25.48
104.723099,15.64,3.72,8.6,12.52,15.88,4.28,2.84,2.82,2.9,-0.09,0.29,0.16,-0.03,0.12,14.57,18.32,0.29,5.71,-0.22,3.4,2.41,7.57,10.88,11.76,13.81,14.72,16.69,17.48,18.17,20.04,21.55,23.67
169.118662,20,2.41,10.87,16.57,20.41,4.79,3.46,2.66,2.47,-0.6,0.27,0.14,-0.23,0.1,18.06,22.95,0.26,6.18,-1.01,3.85,2.6,8.52,13.95,15.52,18.16,19.59,21.25,21.7,22.11,22.9,23.73,24.56
203.466257,18.86,7.51,13.19,16.7,19.1,3.58,4.4,2.1,2.15,-0.16,0.32,0.1,-0.08,0.16,18.04,12.88,0.19,4.24,-0.67,2.73,1.97,11.99,15.35,16.04,17.52,18.36,19.78,20.29,20.99,22.26,23.52,25.34
29.257232,2.23,2.03,2.26,2.81,5.57,4.03,2.55,1.6,1.62,0.66,0.05,0.36,0.3,0.02,5.91,16.29,0.68,5.79,0.93,3.46,2.16,2.16,2.53,2.67,3.14,3.86,7.82,8.46,9.64,12.93,13.87,15.46
112.9516955,11.46,2.13,3.17,9.01,13.16,4.64,2.3,3.02,3.23,-0.29,0.19,0.23,-0.11,0.07,11.1,21.61,0.41,6.5,-0.41,3.83,2.62,2.56,7,8.12,10.78,11.88,14.13,14.63,15.02,16.12,18.1,19.64
192.9148735,17.54,4.34,7.85,12,17.25,5.02,2.15,3.73,3.66,-0.24,0.13,0.19,-0.08,0.04,15.05,25.28,0.33,7.74,-0.33,4.24,2.87,6.21,9.94,11.18,14.09,15.88,18.34,18.92,19.52,21.59,22.38,23.48
145.6189765,16.19,2.94,7.53,12.8,16.25,4.5,2.65,2.76,2.84,-0.28,0.26,0.17,-0.11,0.1,14.57,20.31,0.3,5.48,-0.5,3.62,2.54,6.59,10.42,12.42,13.99,15.3,17.28,17.9,18.54,20.17,21.34,22.2
71.611029,2.35,2.09,2.55,14.53,18.6,6.85,2.46,3.04,15.04,-0.93,0.23,0.24,-0.25,0.06,15.09,47.01,0.45,7.13,-0.93,5.53,3.65,2.32,4.21,12.96,16.2,17.39,19.63,20.09,20.54,21.79,22.68,23.47
84.5346205,16.66,2.98,8.86,12.74,15.8,3.97,2.96,2.43,2.94,-0.14,0.25,0.15,-0.06,0.11,14.52,15.77,0.27,4.89,-0.39,3.19,2.23,7.69,11.63,12.25,13.64,14.82,16.87,17.14,17.98,19.36,20.98,21.86
104.2535995,3.72,2.17,3.25,5.18,8.65,3.19,1.81,2.85,4,-0.007127,0.0019,0.24,-0.003863,0.00103,7.56,10.22,0.42,5.76,-0.01,2.76,1.84,2.61,4.03,4.57,6.71,7.73,9.69,10.33,10.83,11.83,12.37,13.43
88.068222,8.06,3.13,7.24,10.61,15.91,5.11,2.02,4.37,6.01,-0.05,0.07,0.2,-0.01,0.02,14.02,26.15,0.36,8.63,-0.07,4.37,2.94,6.33,8.61,9.55,12.64,14.07,17.48,18.18,19.09,20.46,21.88,23.91
68.3245325,11.72,2.19,4.31,8.85,11.67,3.78,2.85,2.1,2.06,-0.19,0.29,0.2,-0.09,0.14,10.29,14.34,0.36,4.63,-0.28,2.99,2.11,3.01,7.12,8.11,9.94,10.95,12.34,12.75,13.01,14.51,15.96,19.3
138.6506155,12.79,3.28,7.38,11.83,17.07,6.61,2.2,4.89,4.72,0.21,0.25,0.24,0.05,0.06,15.75,43.72,0.41,9.63,0.21,5.51,3.78,5.65,9.64,10.92,13.18,14.87,19.51,20.55,22.31,25.46,27.43,29.16
126.8389965,18.55,3.22,8.41,14.6,18.87,5.84,2.61,3.43,3.34,-0.34,0.37,0.19,-0.1,0.11,16.73,34.15,0.34,7.72,-0.42,4.71,3.29,5.72,11.14,13.01,15.97,17.82,20.12,20.73,21.37,23.44,25.98,27.91
87.129223,14.4,3.72,10.37,13.16,15.77,3.54,3.63,2.38,2.4,-0.17,0.25,0.13,-0.08,0.13,14.71,12.54,0.24,4.74,-0.61,2.76,1.97,8.37,11.84,12.51,14.25,14.92,16.64,17.25,17.89,19.11,19.96,21.25
74.872815,18.51,2.55,9.13,13.88,17.77,4.5,3.24,2.53,2.58,-0.53,0.26,0.15,-0.21,0.1,15.46,20.25,0.29,5.8,-0.93,3.64,2.46,5.53,11.53,12.93,15.19,16.93,18.54,18.73,19,20.25,21.08,21.82
211.6948535,14.15,3.64,8.2,12.82,16.71,5.24,2.63,3.57,3.78,-0.06,0.35,0.19,-0.02,0.11,15.27,27.46,0.34,7.26,-0.08,4.17,2.97,6.23,10.66,11.65,14.28,15.45,18.15,18.92,19.37,21.91,24.41,26.3
501.030098,25.22,5.95,11.46,16.57,24,7.41,2.08,6.07,6.17,-0.14,0.14,0.19,-0.03,0.03,21.47,54.99,0.34,11.92,-0.15,6.28,4.26,9.63,14.39,15.52,19.38,21.95,25.99,27.45,28.68,31.66,32.42,34.11
211.472459,24.69,6.04,14.42,19.44,23.46,4.81,4.22,3,2.88,-0.5,0.32,0.12,-0.19,0.12,21.34,23.14,0.22,6.09,-1.05,3.79,2.62,12.38,17.69,18.86,20.87,22.37,24.41,24.96,25.45,26.54,27.41,28.31
247.500368,20.34,4.46,8.15,13.64,19.05,5.63,2.17,4.14,3.9,-0.36,0.14,0.19,-0.11,0.04,16.47,31.74,0.34,8.92,-0.42,4.72,3.2,6.22,10.69,12.11,15.81,17.18,20.55,21.03,21.66,23.32,24.19,25.35
240.532007,19.43,3.35,10.79,15.5,18.37,3.98,4.54,1.99,2,-0.59,0.33,0.12,-0.28,0.16,16.42,15.88,0.24,4.36,-1.35,3.04,2.09,7.69,13.94,14.89,16.63,17.53,18.95,19.25,19.5,20.24,20.79,21.61
45.3931885,3.44,2.07,2.71,4.28,10.13,4.9,1.83,3.71,2.95,0.39,-0.08,0.33,0.14,-0.02,8.29,24.1,0.59,8.76,0.43,4.43,2.76,2.37,3.54,3.86,5.28,6.4,12,12.61,13.23,15.48,16.49,19.08
182.0916745,19.51,3.08,5.95,13.4,17.69,5.15,2.53,2.94,2.88,-0.65,0.19,0.18,-0.23,0.06,15.07,26.62,0.34,7.53,-0.83,4.26,2.83,5.01,10.03,11.61,15.6,16.67,18.62,19.14,19.57,20.34,20.89,21.87
173.2947365,10.95,3.52,6.36,9.99,14.35,4.46,2.04,3.62,4.02,-0.1,0.08,0.2,-0.04,0.03,12.66,19.92,0.35,7.32,-0.15,3.8,2.56,5.31,8.16,9.06,11.34,12.85,15.75,16.38,17.04,18.25,19.23,21.01
56.587045,11.39,2.97,6.79,9.94,13.35,4.01,2.36,2.88,3.13,-0.08,0.18,0.19,-0.03,0.08,12.07,16.1,0.33,5.92,-0.16,3.29,2.29,5.05,8.19,9.02,11.22,12.21,14.48,14.94,15.6,17.3,18.76,19.61
12.6764865,2.01,2.05,2.43,3.43,5.22,4.95,3.48,1.67,2.55,0.96,0.35,0.37,0.38,0.14,6.58,24.5,0.75,4.35,1.35,3.87,2.49,2.21,2.97,3.2,3.96,4.56,6.41,7.55,10.2,15.7,17.89,19.33
137.934011,13.44,3.28,5.84,9.16,12.48,3.3,2.3,2.32,2.13,-0.26,0.09,0.17,-0.14,0.05,10.84,10.91,0.3,5.05,-0.53,2.79,1.86,4.77,7.58,8.45,10.44,11.57,13.19,13.51,13.83,14.59,15.1,16.09
50.359999,3.69,2.08,2.76,4.18,5.97,2.09,3.41,1.43,1.7,0.1,0.12,0.21,0.08,0.1,5.49,4.37,0.38,2.86,0.59,1.68,1.17,2.34,3.69,3.94,4.73,5.4,6.51,6.8,7.14,8.1,9.28,11.4
