"ID","PLOT_ID","X_albers","Y_albers","Site","Forest","fpcAcres","fpcStrataHa","fpc04StrataHaPlot","ForestHaSize","ForestHaSmplSize","dbhThreshcm","PlotSizeAcres","PlotSize","Elev_Class","CC_Class","Stratum","DOM_TYPE","Dom_Type_Label","Secondary_Label","STBIOMSha","logSTBIOMSha","Elev_stddev","Elev_kurtosis","Elev_skewness","Elev_MAD_median","Elev_MAD_mode","Elev_L2","Elev_L3","Elev_L4","Elev_LCV","Elev_Lskewness","Elev_Lkurtosis","Elev_mode","Elev_P01","Elev_P05","Elev_P10","Elev_P30","Elev_P60","Elev_P90","Pct_all_returns_above_ht","all_returns_above_ht_div_Total_first_returns_x_100","pct_all_returns_above_mean","All_returns_above_mode_div_Total_first_returns_x_100","mode_pctAllOver3m","mode_pctAlloverModeDiv1st","P01_pctAllOver3m","P10_pctAllOver3m","P30_pctAllOver3m","P60_pctAllOver3m","P90_pctAllOver3m","logmode","logP01","logP10","logP30","logP60","logP90","logmode_pctAllOver3m","logmode_pctAlloverModeDiv1st","logP01_pctAllOver3m","logP10_pctAllOver3m","logP30_pctAllOver3m","logP60_pctAllOver3m","logP90_pctAllOver3m","R3ERUCODE","elevation","aspect","slope","NDVI_Amp","R3ERUcodeFull","R3ERUlabel","R3ERUlabelName"
563,"0304070006620001_0001",-1392874.959,-222992.8638,"fourFri, P1","Coconino",40.94202536,16.568664474837,414.216611870924,113600,7500,12.7,0.1,"1/10 Acre",68,999,"Coco68","PIPO","update","update",84.50991,4.4368688055931,5.28,2.48,0.73,3.34,5.29,2.94,0.56,0.2,0.32,0.19,0.06,2.32,2.14,2.48,2.82,5.49,8.9,17.68,47.84,59.24,21.36,65.22,110.9888,151.3104,102.3776,134.9088,262.6416,425.776,845.8112,0.841567185678219,0.76080582903376,1.03673688495002,1.70292825552144,2.18605127673809,2.8724340572095,40.260574162846,54.8870118499334,36.3969508609751,49.5974925760091,81.4680877441457,104.58069307915,137.417245296902,"PPF",2172.1116,297,4,0.042724009,"Ponderosa pine","G","G. Ponderosa pine"
567,"0304070006620002_0001",-1392220.053,-222533.0529,"fourFri, P1","Coconino",30.13276359,12.1943075661827,304.857689154569,113600,7500,12.7,0.05,"1/20 Acre",69,999,"Coco69","PIPO","update","update",230.0300445,5.43820992865294,6.66,2.38,-0.21,5.03,6.13,3.8,-0.15,0.29,0.19,-0.04,0.07,25.5,3.6,8.31,9.63,16.09,21.44,28.29,59.8,86.59,30.24,20.47,1524.9,521.985,215.28,575.874,962.182,1282.112,1691.742,3.23867845216438,1.28093384546206,2.26488322581003,2.77819796100429,3.0652583362026,3.34250838531348,193.67297143943,66.2957479158049,76.5998439586314,135.44001690344,166.136238068057,183.302448504916,199.882001441746,"PPF",2122.0942,287,10,0.083272804,"Ponderosa pine","G","G. Ponderosa pine"
572,"0304070006620005_0002",-1392563.307,-223186.3166,"fourFri, P1","Coconino",49.77811407,20.144505870532,503.6126467633,113600,7500,12.7,0.1,"1/10 Acre",70,999,"Coco70","PIPO","update","update",106.304571,4.66630828536412,4.49,3,-0.87,2.68,2.88,2.47,-0.5,0.27,0.15,-0.2,0.11,19.11,3.86,5.99,8.22,14.3,17.48,20.37,39.89,45.11,23.76,10.31,762.2979,197.0241,153.9754,327.8958,570.427,697.2772,812.5593,2.95021175825218,1.35066718347674,2.10657020906809,2.66025953726586,2.86105737022739,3.01406323023871,117.68394703668,30.41668322758,53.8781139488871,84.0310856397261,106.117752941535,114.127578498371,120.230982254222,"PPF",2180.513,72,4,0.059641596,"Ponderosa pine","G","G. Ponderosa pine"
580,"0304070006620024_0006",-1392135.527,-222642.5856,"fourFri, P1","Coconino",49.02278221,19.8388336414361,495.970841035902,113600,7500,12.7,0.05,"1/20 Acre",71,999,"Coco71","PIPO","update","update",179.9665715,5.19277111975436,4.15,3.34,-0.57,2.76,2.61,2.31,-0.25,0.31,0.14,-0.1,0.13,17.64,4.62,8.14,10.9,14.2,17.66,20.62,50.75,65.71,28.74,26.54,895.23,468.1656,234.465,553.175,720.65,896.245,1046.465,2.87016905057865,1.53039470509365,2.3887627892351,2.65324196460721,2.87130219517581,3.02626147858881,145.661079316866,76.1742866023572,77.6675312835026,121.229711553681,134.652029703816,145.718586405173,153.582770038382,"PPF",2162.6003,293,13,0.027833566,"Ponderosa pine","G","G. Ponderosa pine"
583,"0304070006630005_0003",-1391385.254,-224127.5355,"fourFri, P1","Coconino",67.60474977,27.3586957654222,683.967394135555,113600,7500,12.7,0.1,"1/10 Acre",72,999,"Coco72","PIPO","update","update",74.9469465,4.31678048322503,7.09,2.27,0.59,5.09,5.48,3.97,0.6,0.24,0.31,0.15,0.06,12.28,2.43,3.51,4.14,7.95,12.58,24.74,30.78,34.13,12.88,15.27,377.9784,187.5156,74.7954,127.4292,244.701,387.2124,761.4972,2.507971922719,0.887891257352457,1.42069578783722,2.07317192866624,2.53210825127229,3.20842136696434,77.1953757812907,38.2967312599191,27.3292929013086,43.7290163496297,63.8122319643469,77.9382919741612,98.7552096751624,"PPF",2215.9375,8,3,0.064294649,"Ponderosa pine","G","G. Ponderosa pine"
585,"0304070006630005_0005",-1391033.602,-224201.8208,"fourFri, P1","Coconino",67.60474977,27.3586957654222,683.967394135555,113600,7500,12.7,0.1,"1/10 Acre",72,999,"Coco72","2TD","update","update",47.3700285,3.85798971858209,6.01,2,-0.63,3.43,3.07,3.34,-0.65,0.03,0.23,-0.19,0.01,19.19,2.46,3.36,4.28,11.62,17.49,20.54,21.96,25.39,13.94,6.1,421.4124,117.059,54.0216,93.9888,255.1752,384.0804,451.0584,2.95438931001961,0.900161349944271,1.45395300959371,2.45272775142377,2.86162928903051,3.02237420450041,64.8783892480306,18.0217747911196,19.7675432447762,31.9288080906778,53.8619014212659,62.84137918711,66.3713375308291,"PPF",2207.6252,0,0,0.174687156,"Ponderosa pine","G","G. Ponderosa pine"
589,"0304070006630008_0003",-1390870.939,-226051.5457,"fourFri, P1","Coconino",63.64344473,25.7556110740048,643.890276850119,113600,7500,12.7,0.05,"1/20 Acre",73,999,"Coco73","PIPO","update","update",7.956781,2.07402452108085,2.16,10.6,2.7,0.71,0.74,0.95,0.38,0.29,0.22,0.4,0.31,2.94,2.09,2.31,2.54,3.07,3.9,5.61,38.62,44.44,16.64,46.27,113.5428,136.0338,80.7158,98.0948,118.5634,150.618,216.6582,1.07840958135059,0.73716406597672,0.932164081030445,1.12167756159911,1.3609765531356,1.72455071953461,41.6481780317598,49.8980113290918,28.4692762280209,36.0001768093958,43.3191874289575,52.5609144820969,66.6021487884264,"PPF",2195.3767,93,9,0.026816174,"Ponderosa pine","G","G. Ponderosa pine"
597,"0304070006630018_0002",-1391179.719,-224590.3465,"fourFri, P1","Coconino",83.82187673,33.9215400063568,848.038500158919,113600,7500,12.7,0.1,"1/10 Acre",75,999,"Coco75","PIPO","update","update",122.761764,4.81024559914976,4.51,4.61,-1.37,2.07,2.07,2.34,-0.62,0.47,0.13,-0.26,0.2,18.95,4.12,6.85,11.05,17.03,19.57,22.26,31,35.85,19.9,17.97,587.45,340.5315,127.72,342.55,527.93,606.67,690.06,2.94180393152844,1.41585316336144,2.40243042796376,2.8349764946746,2.97399778140798,3.1027913458474,91.1959218773815,52.864216649566,43.8914480642045,74.4753432668766,87.8842713349125,92.1939312236475,96.1865317212694,"PPF",2219.8364,336,1,0.032860097,"Ponderosa pine","G","G. Ponderosa pine"
601,"0304070006630018_0006",-1391288.319,-224387.6628,"fourFri, P1","Coconino",83.82187673,33.9215400063568,848.038500158919,113600,7500,12.7,0.1,"1/10 Acre",75,999,"Coco75","PIPO","update","update",126.715444,4.84194397413695,3.32,4.81,-0.72,2.13,2.64,1.82,-0.11,0.24,0.1,-0.06,0.13,15.62,7.17,12.56,13.66,15.81,18.52,21.61,33.51,37.71,17.32,27.94,523.4262,436.4228,240.2667,457.7466,529.7931,620.6052,724.1511,2.74855214441154,1.96990565461153,2.61447185414264,2.76064265122138,2.91885122921803,3.07315617051879,92.1039823592307,76.7945469148584,66.0115384860323,87.61095183232,92.5091352424285,97.8107046910963,102.981463274085,"PPF",2218.473,75,2,0.024545264,"Ponderosa pine","G","G. Ponderosa pine"
602,"0304070006630020_0001",-1390953.444,-224051.3315,"fourFri, P1","Coconino",11.5915796,4.6909499820056,117.27374955014,113600,7500,12.7,0.1,"1/10 Acre",76,999,"Coco76","PIPO","update","update",123.997289,4.82025970246281,4.59,5.7,-1.56,2.29,2.39,2.37,-0.64,0.45,0.12,-0.27,0.19,20.38,3.32,9.32,14.12,18.42,21.36,23.91,27.26,33.26,17.36,17.94,555.5588,365.6172,90.5032,384.9112,502.1292,582.2736,651.7866,3.01455402779458,1.1999647829284,2.6475922320651,2.91343703082716,3.06152001409199,3.17429678147023,82.1767427976802,54.0810992586347,32.7110399826281,72.1733642460945,79.4202934603484,83.4570355841478,86.5313302628786,"PPF",2210.7336,234,8,0.0399445,"Ponderosa pine","G","G. Ponderosa pine"
603,"0304070006630020_0002",-1390890.943,-224308.2128,"fourFri, P1","Coconino",11.5915796,4.6909499820056,117.27374955014,113600,7500,12.7,0.1,"1/10 Acre",76,999,"Coco76","PIPO","update","update",125.8999975,4.83548792119327,4.04,2.75,-0.48,2.79,2.89,2.28,-0.22,0.23,0.16,-0.09,0.1,14.72,3.35,5.76,8.22,11.66,14.96,18.64,33.49,38.33,18.64,17.22,492.9728,253.4784,112.1915,275.2878,390.4934,501.0104,624.2536,2.68920711330073,1.20896034583698,2.10657020906809,2.45616418092235,2.70537997254633,2.92530980925744,90.0615462244415,46.3081464910386,40.4880819820803,70.5490363016903,82.2569384190894,90.6031752805766,97.9686255120318,"PPF",2216.3276,247,8,0.049131873,"Ponderosa pine","G","G. Ponderosa pine"
604,"0304070006630020_0003",-1390948.805,-224132.7403,"fourFri, P1","Coconino",11.5915796,4.6909499820056,117.27374955014,113600,7500,12.7,0.1,"1/10 Acre",76,999,"Coco76","2TD","update","update",18.3104805,2.90747360083253,3.36,3.27,0.48,2.25,2.2,1.88,0.12,0.22,0.23,0.06,0.11,7.82,2.21,2.74,3.62,6.05,8.7,12.46,9.46,10.2,5.09,5.86,73.9772,45.8252,20.9066,34.2452,57.233,82.302,117.8716,2.05668455455722,0.792992515529661,1.28647402583768,1.80005827204275,2.16332302566054,2.52252351335931,19.4562358861113,12.0521714897053,7.5017091969106,12.1700442844245,17.0285512535244,20.4650358227487,23.863072436379,"PPF",2208.2534,264,4,0.107575249,"Ponderosa pine","G","G. Ponderosa pine"
606,"0304070006630021_0002",-1391674.169,-223674.3749,"fourFri, P1","Coconino",14.23625573,5.76121338635078,144.030334658769,113600,7500,12.7,0.1,"1/10 Acre",77,999,"Coco77","PIPO_TDMX","update","update",284.3437235,5.6501838003599,12,1.99,0.66,6.04,4.85,6.63,1.42,0.05,0.37,0.21,0.008012,8.56,2.37,4.14,5.68,9.15,16.89,36.63,54.34,70.52,21.11,53.59,465.1504,458.7304,128.7858,308.6512,497.211,917.8026,1990.4742,2.14710019015365,0.86288995514704,1.73695123273306,2.21375387928743,2.82672173081971,3.60086757679072,116.673424332949,115.063099190334,46.8894401626901,94.3859299867145,120.295385800479,153.604058852743,195.671144122808,"PPF",2159.3418,341,16,0.122002081,"Ponderosa pine","G","G. Ponderosa pine"
607,"0304070006630021_0003",-1391470.868,-223789.0113,"fourFri, P1","Coconino",14.23625573,5.76121338635078,144.030334658769,113600,7500,12.7,0.1,"1/10 Acre",77,999,"Coco77","PIPO","update","update",196.2755015,5.27951929216958,7.3,2.73,0.47,5.68,7.11,4.12,0.33,0.26,0.29,0.08,0.06,19.3,2.35,3.36,4.64,8.43,16.27,22.31,51.33,67.17,26.19,16,990.669,308.8,120.6255,238.1712,432.7119,835.1391,1145.1723,2.96010509591084,0.854415328156068,1.53471436623816,2.13179677201376,2.78932292123095,3.10503500844444,151.942194573103,47.3616815345734,43.857138794251,78.7768884190049,109.425128307467,143.175945546784,159.381446983453,"PPF",2171.14,10,14,0.136615584,"Ponderosa pine","G","G. Ponderosa pine"
608,"0304070006630022_0001",-1391099.198,-223952.653,"fourFri, P1","Coconino",20.67266432,8.36593783300352,209.148445825088,113600,7500,12.7,0.1,"1/10 Acre",78,999,"Coco78","PIPO","update","update",222.048553,5.40289606516655,3.88,6.08,-1.29,2.35,2.29,2.07,-0.34,0.31,0.1,-0.16,0.15,21.64,4.71,13.14,14.74,18.12,21.02,23.77,52.62,66.75,29.85,22.41,1138.6968,484.9524,247.8402,775.6188,953.4744,1106.0724,1250.7774,3.07454345397828,1.54968790802833,2.69056488676119,2.89701630061483,3.04547436544881,3.1684242813721,161.782476548337,68.9005188036533,81.5445777204505,141.577524341374,152.440997738353,160.252861109916,166.7224856858,"PPF",2201.751,221,12,0.070681168,"Ponderosa pine","G","G. Ponderosa pine"
609,"0304070006630022_0002",-1391238.782,-223827.8278,"fourFri, P1","Coconino",20.67266432,8.36593783300352,209.148445825088,113600,7500,12.7,0.1,"1/10 Acre",78,999,"Coco78","PIPO_TDMX","update","update",171.342607,5.14366510178142,4.48,4.93,-1.23,2.45,2.46,2.39,-0.49,0.41,0.12,-0.2,0.17,20.72,4.22,11.34,13.78,18.54,21.44,24.57,38.01,48.9,23.29,24.8,787.5672,513.856,160.4022,523.7778,704.7054,814.9344,933.9057,3.03109941739128,1.43983512804792,2.62321826558551,2.91993056013771,3.0652583362026,3.20152618653309,115.212088855043,75.1712655513038,54.7281332171015,99.7085262749053,110.986560590834,116.510469359061,121.690010350123,"PPF",2211.9634,210,14,0.083752405,"Ponderosa pine","G","G. Ponderosa pine"
610,"0304070006630022_0003",-1391383.606,-223720.7616,"fourFri, P1","Coconino",20.67266432,8.36593783300352,209.148445825088,113600,7500,12.7,0.1,"1/10 Acre",78,999,"Coco78","PIPO","update","update",209.248514,5.3435226077912,4.41,4.98,-1.27,2.07,2.11,2.3,-0.48,0.51,0.12,-0.21,0.22,20.69,4.77,9.11,12.84,18,20.63,23.61,47.02,58.82,28.38,23.1,972.8438,477.939,224.2854,603.7368,846.36,970.0226,1110.1422,3.02965049175745,1.56234630490025,2.55256529826182,2.89037175789616,3.02674632708316,3.16167035109742,142.454166122435,69.9849263595971,73.4615232564097,120.021620324271,135.905280056278,142.31761229945,148.661739908601,"PPF",2196.1123,224,20,0.027292991,"Ponderosa pine","G","G. Ponderosa pine"
614,"0304070006640021_0003",-1390894.079,-221424.7322,"fourFri, P1","Coconino",114.4799533,46.3284343811638,1158.2108595291,113600,7500,12.7,0.1,"1/10 Acre",79,999,"Coco79","PIPO","update","update",99.6080255,4.60124273865361,3.92,2.15,-0.28,3,3.33,2.24,-0.17,0.11,0.21,-0.07,0.05,14.31,2.47,3.54,4.81,8.37,12.15,15.38,47.06,58.18,26.56,12.04,673.4286,172.2924,116.2382,226.3586,393.8922,571.779,723.7828,2.66095859356836,0.904218150639886,1.57069708411767,2.12465388450138,2.49732916978656,2.7330679640775,125.224711413327,32.037941466563,42.552506169113,73.9170047785775,99.9862118046351,117.524310730155,128.618178389487,"PPF",2174.7478,291,3,0.058813072,"Ponderosa pine","G","G. Ponderosa pine"
623,"0304070006640031_0002",-1390620.439,-221315.4338,"fourFri, P1","Coconino",74.62791929,30.2008741457929,755.021853644823,113600,7500,12.7,0.05,"1/20 Acre",80,999,"Coco80","PIPO","update","update",233.909593,5.45493468600264,4.53,3.06,-0.77,3.24,4.4,2.52,-0.41,0.21,0.15,-0.16,0.08,21.79,3.56,7.77,9.64,14.41,18.57,21.82,70.15,93.01,39.83,9.89,1528.5685,215.5031,249.734,676.246,1010.8615,1302.6855,1530.673,3.08145114895653,1.26976054486394,2.26592110862245,2.66792241001143,2.92154737536461,3.08282698040492,216.1637980993,30.4755518631801,89.0737022222053,158.954365769865,187.154757062302,204.946548381828,216.260312675405,"PPF",2154.5833,112,13,0.037316974,"Ponderosa pine","G","G. Ponderosa pine"
626,"0304070006640031_0005",-1390429.104,-220910.5638,"fourFri, P1","Coconino",74.62791929,30.2008741457929,755.021853644823,113600,7500,12.7,0.05,"1/20 Acre",80,999,"Coco80","PIPO","update","update",213.8693775,5.36536544314676,3.47,5.83,-1.33,2,2,1.84,-0.34,0.32,0.09,-0.18,0.17,19.57,6.4,11.49,15.12,17.77,20.11,22.63,61.87,85.59,36.25,42.66,1210.7959,834.8562,395.968,935.4744,1099.4299,1244.2057,1400.1181,2.97399778140798,1.85629799036563,2.71601837075139,2.87751164216656,3.00121720378456,3.11927645964545,184.001242735712,126.870745354865,114.849156663921,168.040056598388,178.031645300845,185.685308398151,192.989634558264,"PPF",2146.8281,85,7,0.027192282,"Ponderosa pine","G","G. Ponderosa pine"
629,"0304070006640032_0002",-1390225.619,-221126.9753,"fourFri, P1","Coconino",20.50693416,8.29886915747376,207.471728936844,113600,7500,12.7,0.1,"1/10 Acre",81,999,"Coco81","PIPO","update","update",241.8416635,5.48828322896227,3.48,4.52,-0.77,2.13,2.31,1.9,-0.16,0.3,0.11,-0.08,0.15,15.47,4.38,10.77,12.21,14.97,17.37,20.63,61.19,84.96,32.26,55.32,946.6093,855.8004,268.0122,747.1299,916.0143,1062.8703,1262.3497,2.73890266458497,1.47704872438835,2.50225528812261,2.70604819843154,2.85474458025301,3.02674632708316,167.593454045955,151.516095404841,90.3806114453234,153.113001080223,165.583089262026,174.681820865682,185.206607754219,"PPF",2126.8682,102,6,0.028923667,"Ponderosa pine","G","G. Ponderosa pine"
633,"0304070006640038_0002",-1390539.366,-221686.5823,"fourFri, P1","Coconino",35.30977656,14.2893722369602,357.234305924004,113600,7500,12.7,0.1,"1/10 Acre",82,999,"Coco82","PIPO","update","update",18.532875,2.9195461820668,6.59,2.29,0.65,4.09,3.54,3.68,0.69,0.15,0.31,0.18,0.04,6.33,2.39,3.51,4.68,6.99,12.33,21.84,32.26,36.13,13.68,29.42,204.2058,186.2286,77.1014,150.9768,225.4974,397.7658,704.5584,1.84530023615608,0.871293365943419,1.54329810992956,1.94448055624572,2.51203531717625,3.0837431508767,59.5293856183953,54.288732947712,28.1079239853347,49.7867970263274,62.7289427444869,81.0382593321059,99.4815540472825,"PPF",2127.6863,64,1,0.044425036,"Ponderosa pine","G","G. Ponderosa pine"
635,"0304070006640038_0004",-1390383.026,-221366.8257,"fourFri, P1","Coconino",35.30977656,14.2893722369602,357.234305924004,113600,7500,12.7,0.1,"1/10 Acre",82,999,"Coco82","PIPO","update","update",196.843843,5.28241073927804,4.56,4.55,-0.86,2.76,3.32,2.49,-0.24,0.35,0.12,-0.09,0.14,18.82,5.69,13.51,14.77,18.62,21.68,25.94,58.25,79.26,29.06,54.1,1096.265,1018.162,331.4425,860.3525,1084.615,1262.86,1511.005,2.93492013415723,1.73871024813824,2.69259809654329,2.92423627184892,3.07639017657145,3.2557861788883,170.959097814659,158.779179257906,101.279871954052,156.843839123647,170.3367628352,179.199727785287,189.649544920243,"PPF",2126.7231,151,3,0.037260086,"Ponderosa pine","G","G. Ponderosa pine"
638,"0304070006660001_0003",-1384248.099,-223120.4154,"fourFri, P1","Coconino",66.62904792,26.9638428865531,674.096072163828,113600,7500,12.7,0.0666667,"1/15 Acre",83,999,"Coco83","PIPO","update","update",58.217938,4.06419352030792,5.42,2,0.3,4.24,4.99,3.11,0.25,0.07,0.29,0.08,0.02,11.81,2.22,2.76,3.44,6.4,11.85,18.65,40.95,48.1,20.74,20.79,483.6195,245.5299,90.909,140.868,262.08,485.2575,763.7175,2.46894663020927,0.797507195884188,1.23547147138531,1.85629799036563,2.47232786758114,2.92584614608982,101.10336450707,51.3294004420507,32.6579196714575,50.5925567532283,76.0154027054724,101.241826177448,119.813399682378,"PPF",2177.8108,296,6,0.074419146,"Ponderosa pine","G","G. Ponderosa pine"
639,"0304070006660001_0004",-1384087.525,-223184.265,"fourFri, P1","Coconino",66.62904792,26.9638428865531,674.096072163828,113600,7500,12.7,0.0666667,"1/15 Acre",83,999,"Coco83","PIPO","update","update",187.6268265,5.23445502474968,4.33,2.48,-0.57,3.25,3.51,2.44,-0.34,0.15,0.14,-0.14,0.06,21.31,6.21,9.41,10.4,15.59,19.16,22.29,43.54,51.77,23.93,10.89,927.8374,232.0659,270.3834,452.816,678.7886,834.2264,970.5066,3.05917644611053,1.82616089594539,2.34180580614733,2.74662968306969,2.95282477254271,3.10413814739778,133.196542463652,33.3144314981436,79.5110454094622,101.962224799655,119.588256400854,128.56599059651,135.154174937699,"PPF",2177.6604,73,6,0.038542361,"Ponderosa pine","G","G. Ponderosa pine"
640,"0304070006660001_0005",-1384383.081,-222954.1478,"fourFri, P1","Coconino",66.62904792,26.9638428865531,674.096072163828,113600,7500,12.7,0.0666667,"1/15 Acre",83,999,"Coco83","PIPO","update","update",85.5230405,4.44878581917179,2.17,2.61,0.43,1.67,2.21,1.23,0.1,0.09,0.21,0.08,0.07,3.5,2.18,2.7,3.15,4.36,6.23,8.73,48.3,60.1,24.87,55.84,169.05,195.44,105.294,152.145,210.588,300.909,421.659,1.25276296849537,0.779324876800998,1.14740245283754,1.47247205736094,1.82937633279936,2.16676536985151,60.5084513783263,69.9542841607814,37.6413915494882,55.4195384720533,71.1204003705335,88.3588768742092,104.654767363828,"PPF",2178.582,146,6,0.030368032,"Ponderosa pine","G","G. Ponderosa pine"
645,"0304070006660004_0004",-1385072.228,-222968.3778,"fourFri, P1","Coconino",50.19591199,20.3135828395851,507.839570989628,113600,7500,12.7,0.05,"1/20 Acre",84,999,"Coco84","PIPO","update","update",301.764626,5.70964732939122,3.53,4.91,-1.03,2.4,2.39,1.93,-0.27,0.23,0.11,-0.14,0.12,19.83,4.03,11.24,13.17,15.68,18.73,21.36,64.31,94.27,35.38,25.59,1275.2673,507.4497,259.1693,846.9627,1008.3808,1204.5263,1373.6616,2.9871959425317,1.39376637595859,2.57794151575519,2.75238601492226,2.930126516456,3.06152001409199,192.106571064214,76.4423441693863,89.633115637897,165.787418878216,177.005944619651,188.436436273285,196.886352106256,"PPF",2180.317,343,3,0.020633898,"Ponderosa pine","G","G. Ponderosa pine"
648,"0304070006660006_0002",-1384737.29,-223039.1363,"fourFri, P1","Coconino",56.06416709,22.6883835229837,567.209588074593,113600,7500,12.7,0.05,"1/20 Acre",85,999,"Coco85","PIPO","update","update",164.57193,5.10334773907088,2.62,2.92,-0.28,1.92,1.98,1.49,-0.05,0.13,0.09,-0.03,0.08,14.93,9.7,10.99,12.14,13.95,16.31,18.94,58.38,77.68,29.68,46.62,871.6134,696.0366,566.286,708.7332,814.401,952.1778,1105.7172,2.7033726115511,2.27212588550934,2.49650578563135,2.63547950826737,2.79177841663292,2.94127608775793,157.822893062353,126.031231150512,132.646709196035,145.746007765158,153.859293692649,162.98402396303,171.711698003308,"PPF",2178.3994,289,6,0.021246072,"Ponderosa pine","G","G. Ponderosa pine"
649,"0304070006660006_0003",-1385150.637,-222758.9427,"fourFri, P1","Coconino",56.06416709,22.6883835229837,567.209588074593,113600,7500,12.7,0.05,"1/20 Acre",85,999,"Coco85","PIPO","update","update",107.0705965,4.67348839727636,4.14,2.9,-0.41,2.97,3.47,2.33,-0.14,0.24,0.16,-0.06,0.1,17.19,3.36,6.26,9.2,12.26,15.18,19.66,48.5,63.02,23.36,17.31,833.715,297.5589,162.96,446.2,594.61,736.23,953.51,2.84432781939476,1.21194097397511,2.21920348405499,2.50634193050807,2.71997877196748,2.97858611471902,137.949899240646,49.2353145537233,58.779137237793,107.631368976667,121.557583629641,131.918970440423,144.461426563872,"PPF",2171.3022,212,3,0.034769251,"Ponderosa pine","G","G. Ponderosa pine"
654,"0304070006660018_0003",-1383738.801,-223181.7356,"fourFri, P1","Coconino",37.37587642,15.1254939249041,378.137348122603,113600,7500,12.7,0.0666667,"1/15 Acre",86,999,"Coco86","PIPO","update","update",276.065706,5.62063890260151,4.06,3.43,-0.79,2.49,2.71,2.24,-0.34,0.29,0.11,-0.15,0.13,18.96,8.77,11.56,12.85,17.97,20.79,24.02,67.65,96.11,37.77,58.71,1282.644,1113.1416,593.2905,869.3025,1215.6705,1406.4435,1624.953,2.94233149682688,2.17133680638409,2.55334381134123,2.88870370079547,3.03447210186992,3.17888681665184,199.048725760338,172.744282178706,146.890934951884,172.733708837234,195.420805358813,205.2820376915,215.051693146497,"PPF",2190.252,53,6,0.029487388,"Ponderosa pine","G","G. Ponderosa pine"
659,"0304070006660032_0004",-1383952.55,-223354.0061,"fourFri, P1","Coconino",27.92704279,11.3016832385139,282.542080962849,113600,7500,12.7,0.1,"1/10 Acre",87,999,"Coco87","NVG","update","update",33.5815695,3.51397738968759,3.46,3.24,-0.49,2.23,2.2,1.93,-0.18,0.26,0.15,-0.09,0.13,14.3,3.32,6.55,8.31,11.23,14.06,16.76,30.98,41.96,16.85,15.59,443.014,222.937,102.8536,257.4438,347.9054,435.5788,519.2248,2.66025953726586,1.1999647829284,2.11745960886736,2.41858876875035,2.64333388638252,2.81899509505394,82.4148404644964,41.4734461859748,37.1749089751217,65.5988986827107,74.9278800558859,81.8904838001304,87.332468044771,"MCW",2170.8586,214,12,0.03971352,"Mixed conifer with aspen","F","F. mixed conifer"
669,"0304070006680004_0001",-1403085.536,-223510.5956,"fourFri, P1","Coconino",42.77196949,17.3092172450301,432.730431125753,113600,7500,12.7,0.1,"1/10 Acre",99,999,"Coco99","PIPO","update","update",161.260723,5.08302245268971,3.07,9.96,-2.08,1.67,1.56,1.53,-0.35,0.3,0.08,-0.23,0.19,20.48,5.51,14.27,15.96,17.85,20,21.84,44.24,50.89,26.09,16.18,906.0352,331.3664,243.7624,706.0704,789.684,884.8,966.2016,3.01944880017131,1.70656462316482,2.77008559202166,2.88200350822565,2.99573227355399,3.0837431508767,133.580414919579,48.8546815867717,75.4984189288118,122.548586591038,127.499835203903,132.531195782029,136.424796994785,"PPF",2133.7566,163,11,0.051895177,"Ponderosa pine","G","G. Ponderosa pine"
674,"0304070006680010_0002",-1404083.65,-223547.5908,"fourFri, P1","Coconino",41.11194464,16.637428428583,415.935710714576,113600,7500,12.7,0.05,"1/20 Acre",100,999,"Coco100","QUGA","update","update",40.426378,3.69948249269914,4.25,2.48,0.51,3.1,3.35,2.4,0.27,0.18,0.27,0.11,0.07,9.33,2.22,2.77,3.55,5.81,9.6,15.69,54.55,82.99,28.24,39.01,508.9515,363.9633,121.101,193.6525,316.9355,523.68,855.8895,2.23323501485925,0.797507195884188,1.26694760348732,1.75958057086382,2.26176309847379,2.75302356674494,121.822970060572,87.1184979296594,43.5040175354825,69.1119917702335,95.9851201406214,123.379177021745,150.177435565937,"PPE",2038.3508,336,14,0.149301233,"Ponderosa pine, evergreen oak","G","G. Ponderosa pine"
684,"0304070006690001_0005",-1401139.529,-223412.4004,"fourFri, P1","Coconino",88.80988543,35.940117295125,898.502932378124,113600,7500,12.7,0.1,"1/10 Acre",102,999,"Coco102","PIPO","update","update",180.683176,5.19674508867043,4.17,2.73,-0.36,3,3.21,2.36,-0.17,0.2,0.14,-0.07,0.08,19.02,6,8.97,10.52,13.94,17.71,21.14,55.52,69.49,29.29,19.31,1055.9904,367.2762,333.12,584.0704,773.9488,983.2592,1173.6928,2.94549105711724,1.79175946922805,2.35327820730956,2.63476240533238,2.87412945179474,3.05116698044209,163.533663491149,56.877432312934,99.4784857315416,130.654006069827,146.282008744054,159.571667163644,169.400790754145,"PPF",2144.912,75,5,0.038584037,"Ponderosa pine","G","G. Ponderosa pine"
