"STBIOMSha","Elev_ave","Elev_mode","Elev_stddev","Elev_variance","Elev_CV","Elev_IQ","Elev_skewness","Elev_kurtosis","Elev_AAD","Elev_MAD_median","Elev_MAD_mode","Elev_L2","Elev_L3","Elev_L4","Elev_LCV","Elev_Lskewness","Elev_Lkurtosis","Elev_P01","Elev_P05","Elev_P10","Elev_P20","Elev_P25","Elev_P30","Elev_P40","Elev_P50","Elev_P60","Elev_P70","Elev_P75","Elev_P80","Elev_P90","Elev_P95","Elev_P99","Pct_first_returns_above_ht","Pct_all_returns_above_ht","all_returns_above_ht_div_Total_first_returns_x_100","First_returns_above_ht","All_returns_above_ht","Pct_first_returns_above_mean","Pct_first_returns_above_mode","pct_all_returns_above_mean","pct_all_returns_above_mode","All_returns_above_mean_div_Total_first_returns_x_100","All_returns_above_mode_div_Total_first_returns_x_100","First_returns_above_mean","First_returns_above_mode","All_returns_above_mean","All_returns_above_mode","Total_first_returns","Total_all_returns"
45.9368195,7.18,3.07,3.25,10.57,0.45,5.19,0.33,2.1,2.76,2.51,3.67,1.86,0.16,0.06,0.25,0.08,0.03,2.08,2.59,3.07,4.01,4.49,4.89,5.9,6.75,7.98,8.94,9.68,10.38,11.89,12.91,14.04,50.37,41.47,53.14,2132,2249,26.65,49.95,21.04,41.12,26.96,52.69,1128,2114,1141,2230,4232,5423
220.91187,15.55,21.42,6.57,43.26,0.42,10.58,-0.26,2.05,5.56,5.65,5.74,3.77,-0.25,0.11,0.24,-0.06,0.03,2.35,3.4,5.73,9.25,11.17,12.24,13.7,15.68,17.95,20.45,21.75,22.4,24.04,24.81,25.83,73.87,66.22,101.31,1408,1931,48.42,29.43,34.73,19.23,53.14,29.43,923,561,1013,561,1906,2916
275.077286,7.42,8.72,3.62,13.11,0.48,5.42,0.52,2.44,3.03,2.74,3.42,2.05,0.25,0.1,0.27,0.12,0.04,2.13,2.65,3.09,3.87,4.25,4.75,5.7,7.16,8.29,9.2,9.67,10.32,12.9,13.98,16.36,58.23,50.49,66.14,1942,2206,31.96,25.12,26.29,20.14,34.45,26.38,1066,838,1149,880,3335,4369
101.4366025,10.28,12.88,4.25,18.07,0.41,6.43,-0.3,2.06,3.58,2.99,2.93,2.42,-0.2,0.1,0.23,-0.08,0.04,2.3,2.89,3.46,5.94,7.04,8.06,9.71,11.12,12.06,12.99,13.47,14.08,15.6,16.36,17.76,69.03,55.99,75.11,2078,2261,44.05,24.98,33.33,18.67,44.71,25.04,1326,752,1346,754,3010,4038
76.4295765,14.55,16.02,5.22,27.34,0.35,6.97,-0.49,2.61,4.2,3.5,3.5,2.95,-0.31,0.29,0.2,-0.1,0.1,2.39,4.18,6.33,10.11,11.45,12.44,13.82,15.07,16.26,17.77,18.42,19.29,21.17,21.94,23.68,56.59,47.05,63.91,1493,1686,33.85,27.63,26.26,21.04,35.67,28.58,893,729,941,754,2638,3583
73.686711,7.59,2.94,5.74,33.04,0.75,6.82,1.18,3.09,4.63,2.17,2.17,2.98,1.04,0.28,0.39,0.34,0.09,2.07,2.28,2.56,3.12,3.35,3.59,4.28,5.11,6.46,8.23,10.17,12.34,19.27,20.09,21.11,37.56,36.12,40.6,1039,1123,14.35,38.06,14.05,36.63,15.79,41.17,397,1053,437,1139,2766,3109
159.8522245,10.67,4.64,6.6,43.6,0.61,12.11,0.53,1.91,5.83,4.27,3.37,3.71,0.63,-0.04,0.34,0.17,-0.01,2.16,2.81,3.51,4.59,5.02,5.6,6.65,8.02,11.23,15.64,17.13,18.1,20.73,22.02,24.73,67.88,59.16,81.08,1059,1265,33.39,58.2,26.84,50.32,36.79,68.97,521,908,574,1076,1560,2138
120.7602135,10.87,2.01,7.13,50.97,0.65,14.43,0.12,1.37,6.64,7.28,8.92,4.02,0.26,-0.45,0.37,0.06,-0.11,2.07,2.26,2.63,3.26,3.53,3.94,4.87,10.93,14.66,16.71,17.97,18.61,20.54,21.28,22.02,40.33,39.1,44.78,824,915,24.71,48.16,23.24,46.23,26.62,52.96,505,984,544,1082,2043,2340
136.6243545,10.4,4.7,5.37,28.88,0.51,9.89,0.4,1.85,4.77,4.12,4.32,3.04,0.4,-0.07,0.29,0.13,-0.02,2.78,3.93,4.62,5.06,5.31,5.63,7.32,9.03,12.02,13.81,15.2,16.01,18.21,19.76,21.57,48.39,40.5,54.31,768,862,23.88,43.41,19.31,36.32,25.89,48.7,379,689,411,773,1587,2128
96.7910285,13.26,3.71,7.57,57.36,0.57,14.15,0.23,1.6,6.9,6.51,7.24,4.31,0.32,-0.24,0.32,0.07,-0.05,2.29,3.33,4.11,5.9,6.52,7.31,8.71,10.95,16.34,19.48,20.68,21.65,23.84,24.85,25.95,55.41,48.03,63.42,1785,2043,27.38,53.86,22.83,46.53,30.14,61.44,882,1735,971,1979,3221,4253
53.5970745,8.39,7.57,3.09,9.57,0.36,4.61,0.26,2.31,2.55,2.27,2.28,1.76,0.11,0.13,0.21,0.06,0.07,2.33,3.74,4.41,5.63,6.16,6.56,7.36,7.9,8.81,10.19,10.78,11.34,12.91,13.72,15.27,49.89,40.65,51.36,1389,1430,23.27,28.69,18.53,23.23,23.41,29.34,648,799,652,817,2784,3517
119.9200565,7.91,5.79,4.31,18.61,0.54,5.71,0.98,3.1,3.49,2.41,2.12,2.34,0.56,0.24,0.29,0.24,0.1,2.19,2.92,3.5,4.33,4.66,5.03,5.8,6.59,7.55,9.39,10.37,11.47,15.05,17.28,19.28,59.88,51.07,66.35,3704,4104,23.65,37.62,20.5,32.56,26.64,42.31,1463,2327,1648,2617,6185,8036
30.838704,10.87,6.23,6.16,37.94,0.56,9.28,0.81,2.54,5.13,3.27,3.16,3.38,0.76,0.25,0.31,0.22,0.07,2.22,3.24,4.73,5.85,6.32,6.63,7.49,8.71,10.32,13.07,15.6,16.7,20.9,23.44,25.2,43.92,38.26,47.09,2254,2417,16.05,34.87,14.74,30.46,18.14,37.49,824,1790,931,1924,5132,6316
146.385002,13.19,19.82,6.62,43.88,0.5,12.03,-0.14,1.7,5.82,5.86,6.02,3.8,-0.17,-0.09,0.28,-0.04,-0.02,2.16,2.92,3.82,5.46,7.11,8.19,11.54,13.8,16.37,18.36,19.14,19.84,21.41,22.45,24.42,61.3,51.73,71.82,1364,1598,37.88,15.41,28.81,11.13,40,15.46,843,343,890,344,2225,3089
113.470616,8.79,3.84,5.63,31.7,0.64,9.03,0.7,2.07,4.89,3.05,2.66,3.1,0.71,0.02,0.35,0.22,0.006684,2.07,2.57,3.11,3.9,4.22,4.54,5.24,6.5,8.19,11.9,13.25,15,18.29,19.14,20.2,44.36,39.69,48.66,897,984,17.9,39.31,16.41,35.33,20.12,43.32,362,795,407,876,2022,2479
93.010322,9.43,2.6,6.16,38.01,0.65,12.22,0.28,1.5,5.64,5.28,5.55,3.47,0.4,-0.31,0.36,0.11,-0.09,2.1,2.32,2.59,3.04,3.3,3.72,4.87,8.16,11.57,14.85,15.52,16.38,18.26,18.99,20.16,40.97,39.92,45.63,783,872,23.6,45.99,23.16,44.41,26.47,50.75,451,879,506,970,1911,2184
30.9622565,5.46,2.76,2.93,8.59,0.53,3.72,0.99,2.91,2.37,1.64,1.79,1.58,0.42,0.13,0.29,0.26,0.08,2.05,2.32,2.56,2.92,3.11,3.33,4.02,4.56,5.28,6.18,6.83,7.95,10.57,11.44,12.7,33.5,30.7,34.8,700,727,16.61,36.57,14.94,33.53,16.94,38,347,764,354,794,2089,2368
113.470616,15.32,2.39,7.82,61.16,0.51,13.5,-0.49,1.78,6.83,5.44,15.15,4.39,-0.68,-0.13,0.28,-0.15,-0.02,2.05,2.38,2.73,4.98,8.54,11.13,14.98,17.54,19.94,21.52,22.04,22.7,23.83,24.73,25.65,39.47,37.28,46.39,701,824,28.71,43.24,24.57,40.58,30.57,50.5,510,768,543,897,1776,2210
107.3671225,8.79,7.49,4.39,19.27,0.49,6.69,0.66,2.44,3.65,2.77,2.72,2.45,0.43,0.19,0.27,0.17,0.07,2.19,2.97,4.01,5.04,5.58,5.87,6.85,7.64,8.25,10.77,12.27,12.97,15.95,17.19,18.99,52.95,42.25,56.32,833,886,21.36,30.45,16.3,23.41,21.74,31.21,336,479,342,491,1573,2097
129.137073,11.44,16.2,5.6,31.41,0.48,10.82,-0.34,1.63,4.99,4.15,3.31,3.17,-0.35,-0.14,0.27,-0.11,-0.04,2.14,2.61,3.08,4.65,5.54,6.99,10.98,13.05,14.74,15.85,16.36,16.7,17.76,18.7,19.47,38.81,39.02,46.7,743,894,26.69,14,25.05,11.69,29.98,14,511,268,574,268,1914,2291
53.621785,7.69,8.41,3.29,10.88,0.42,4.66,0.36,2.29,2.72,2.27,2.71,1.88,0.16,0.13,0.24,0.08,0.07,2.14,2.79,3.47,4.6,5.11,5.52,6.46,7.36,8.39,9.13,9.78,10.75,12.75,13.82,14.86,53.19,42.42,57.37,1017,1097,27.98,24.21,20.99,18.02,28.39,24.37,535,463,543,466,1912,2586
156.417465,9.72,4.41,5.7,32.57,0.58,10.34,0.58,1.88,5.21,2.63,2.22,3.14,0.63,-0.06,0.32,0.2,-0.02,2.41,3.44,4.11,4.71,5,5.25,5.9,6.63,11.46,14.1,15.35,15.87,17.69,20.1,21.87,68.83,52.33,81.08,1303,1535,31.16,61.91,22.4,46.74,34.7,72.42,590,1172,657,1371,1893,2933
171.935659,12.28,9.3,5.06,25.63,0.41,7.32,0.14,2.26,4.18,3.44,3.87,2.89,0.12,0.22,0.23,0.04,0.07,2.41,4.15,5.39,8.27,8.92,9.43,10.4,11.74,13.1,15.13,16.24,17.36,19.48,20.9,22.83,80.92,59.01,92.05,1548,1761,40.3,63.14,27.51,43.46,42.91,67.79,771,1208,821,1297,1913,2984
308.238777,14.65,15.81,6.5,42.29,0.44,10.73,-0.4,1.94,5.57,5.11,5.17,3.7,-0.43,0.05,0.25,-0.11,0.01,2.3,3.04,4.51,7.38,9.23,10.54,14.17,15.96,17.77,19.3,19.96,20.95,22.54,23.34,24.28,81.05,66.01,101.57,1493,1871,56.84,51.35,40.01,35.56,61.56,54.72,1047,946,1134,1008,1842,2834
88.661274,10.16,13.2,4.81,23.22,0.47,7.49,0.17,2,4.08,3.82,4.42,2.77,0.11,0.08,0.27,0.04,0.03,2.31,3.06,3.76,5.32,6.08,6.64,8.55,10.25,11.53,13.14,13.58,14.34,17.45,18.47,19.6,59.84,51.7,67.25,985,1107,35.11,20.65,27.79,16.11,36.14,20.95,578,340,595,345,1646,2141
70.8450035,6.22,4.9,3.22,10.39,0.51,4.01,1.1,4.04,2.49,2.03,1.94,1.74,0.37,0.22,0.28,0.21,0.13,2.09,2.38,2.62,3.3,3.81,4.23,4.94,5.63,6.28,7.29,7.83,8.42,10.57,13.05,16.33,49.47,43.26,51.63,846,883,24.56,37.07,20.92,31.65,24.97,37.77,420,634,427,646,1710,2041
88.4883005,9.53,2.75,5.91,34.99,0.62,8.92,0.73,2.51,4.95,3.98,5.2,3.29,0.66,0.13,0.34,0.2,0.04,2.19,2.57,3.03,4.01,4.55,5.05,6.32,7.96,9.79,12.1,13.48,15.56,18.3,20.6,24.72,38.66,36.51,44.85,999,1159,18.22,40.28,17.01,37.9,20.89,46.55,471,1041,540,1203,2584,3174
107.787201,14.06,15.98,4.05,16.47,0.28,4.09,-1.32,3.86,3.11,1.73,1.54,2.1,-0.67,0.33,0.14,-0.31,0.16,3.33,4.46,6.73,11.67,12.7,13.48,14.61,15.46,16.09,16.61,16.8,17.08,17.7,18.19,19.08,68.03,51.18,74.66,1262,1385,49.05,32.39,33.66,22.2,49.11,32.39,910,601,911,601,1855,2706
40.5499305,5.61,2.23,2.94,8.65,0.52,4.21,0.96,3.22,2.4,1.88,2.51,1.61,0.37,0.13,0.28,0.23,0.08,2.05,2.32,2.45,2.93,3.24,3.6,4.2,4.75,5.52,6.95,7.45,8.1,9.96,11.48,13.56,33.44,31.08,35.12,598,628,16.89,41.27,15.44,38.21,17.44,43.17,302,738,312,772,1788,2020
101.461313,12.17,18.26,5.71,32.7,0.46,10.09,-0.16,1.69,5.02,5.03,5.84,3.29,-0.16,-0.08,0.27,-0.05,-0.02,2.36,3.1,4,5.81,7.13,8.15,10.46,12.42,14.92,16.71,17.23,18.09,19.49,20.14,21.23,53.78,46.87,61.41,938,1071,31.3,12.15,25.12,9.27,32.91,12.15,546,212,574,212,1744,2285
63.25888,7.7,4.36,3.23,10.45,0.41,5.83,0.1,1.84,2.82,2.88,3.19,1.86,0.05,0.003807,0.24,0.02,0.002043,2.26,2.73,3.61,4.45,4.76,5.22,6.41,7.56,8.92,9.84,10.6,10.95,12.04,12.86,13.74,66.54,50.02,71.09,1096,1171,36.55,58.65,26.18,43.44,37.21,61.74,602,966,613,1017,1647,2341
180.2630975,11.86,9.66,6.16,38,0.51,10.74,0.12,1.88,5.31,5.35,5.29,3.55,0.11,0.02,0.29,0.03,0.007982,2.19,2.81,3.71,5.05,6.08,7.68,9.75,11.93,13.87,15.84,16.82,18,20.3,21.72,23.89,49.54,46.01,57.76,1024,1194,28.83,33.76,24.66,29.74,30.96,37.34,596,698,640,772,2067,2595
145.989634,10.05,4.46,4.99,24.95,0.49,7.85,0.17,2.05,4.19,3.88,5.82,2.86,0.11,0.1,0.28,0.03,0.03,2.13,2.58,3.23,4.69,5.6,6.52,8.82,10.29,11.48,12.76,13.45,14.53,17.11,18.57,20.57,67.72,56.29,76.49,1112,1256,40.68,62.18,32.09,51.09,43.6,69.42,668,1021,716,1140,1642,2231
330.873595,10.96,5.47,5.61,31.53,0.51,9.8,0.21,1.84,4.94,4.91,5.14,3.22,0.19,-0.02,0.29,0.06,-0.009282,2.33,3.14,3.79,5.31,5.86,6.45,7.83,10.62,13.15,14.86,15.67,16.74,18.35,19.93,22.52,69.65,57.66,82.9,1198,1426,41.51,60,29.51,47.31,42.44,68.02,714,1032,730,1170,1720,2473
297.217894,18.36,15.83,8.45,71.44,0.46,13.82,0.14,1.98,7.21,7.15,6.53,4.85,0.21,0.15,0.26,0.04,0.03,2.4,5.75,7.89,10.12,11.56,12.82,15.37,17.12,20.44,24.41,25.38,26.63,30.77,32.56,33.97,70.41,64.1,87.48,3039,3776,34.89,43.76,29.28,37.38,39.96,51.01,1506,1889,1725,2202,4316,5890
206.2091225,17.96,23.09,6.23,38.84,0.34,9.61,-0.41,2.49,5.18,4.76,4.96,3.54,-0.31,0.24,0.19,-0.08,0.06,2.55,6.73,9.71,12.33,13.6,14.66,16.53,18.51,20.4,22.34,23.21,23.77,25.53,27.02,28.53,90.21,76.35,110.61,4480,5493,56.3,28.91,41.24,20.03,59.74,29.01,2796,1436,2967,1441,4966,7194
340.856637,15.32,14.79,5.74,33.05,0.37,7.62,-0.19,2.52,4.58,3.82,3.85,3.26,-0.11,0.36,0.21,-0.03,0.11,2.58,4.6,7.17,10.73,11.78,12.56,14.23,15.3,16.68,18.45,19.4,20.47,23.04,24.7,26.4,88.76,73.33,103.8,5302,6200,50.09,54.96,37.16,40.89,52.6,57.87,2992,3283,3142,3457,5973,8454
273.545235,17.41,16.97,6.01,36.23,0.34,7.24,0.44,3.65,4.58,3.64,3.65,3.31,0.21,0.58,0.19,0.06,0.17,3.89,8.23,10.12,12.69,13.57,14.44,15.81,17.08,18.49,19.9,20.8,21.54,24.65,29.45,34.43,70.3,60.13,82.23,4681,5475,36.25,39.32,28.39,30.87,38.82,42.21,2414,2618,2585,2811,6658,9105
194.6446085,11.77,13.16,5.8,33.68,0.49,7.67,0.63,3.05,4.55,3.82,4.18,3.23,0.38,0.39,0.27,0.11,0.12,2.27,3.59,4.8,6.28,7.25,8.1,9.88,11.53,12.83,13.8,14.92,15.7,20.74,23.52,27.61,65.4,55.84,75.51,2995,3458,33.39,25.07,27.45,20.93,37.12,28.3,1529,1148,1700,1296,4579,6192
185.32875,16.82,19.42,5.66,32.13,0.33,7.16,-0.75,3.05,4.51,3.59,3.56,3.14,-0.5,0.36,0.18,-0.15,0.11,2.54,4.14,8.82,12.08,14.03,14.65,16.37,17.87,18.92,20.15,21.2,21.92,23.29,24.37,25.77,74.83,63.46,85.05,3110,3535,48.91,31.54,37.75,23.8,50.6,31.9,2033,1311,2103,1326,4156,5570
140.2815085,14.7,18.47,5.14,26.46,0.34,7.01,-0.79,3,4.17,3.4,3.17,2.85,-0.49,0.27,0.19,-0.17,0.09,2.21,2.96,8,10.8,11.6,12.38,14.14,15.78,17.08,18.11,18.61,19.17,20.46,21.22,22.53,65.03,54.79,69.74,2083,2234,41.55,19.79,33.01,15.55,42.02,19.79,1331,634,1346,634,3203,4077
9.241727,18.01,23.97,8.17,66.81,0.45,10.72,-0.34,2.2,6.59,5.71,6.35,4.63,-0.38,0.33,0.25,-0.08,0.07,2.32,3.77,5.02,8.85,13.67,15.37,16.87,18.58,20.36,24.01,24.4,24.82,27.81,30.45,32.3,16.41,16.89,19.05,429,498,9.14,5.2,9.19,5.22,10.37,5.89,239,136,271,154,2613,2948
278.6603085,19.59,20.26,7.23,52.27,0.36,9.25,-0.57,2.76,5.67,4.77,4.74,4.05,-0.48,0.47,0.2,-0.11,0.11,2.36,5.3,8.25,14.41,15.89,17.28,18.78,20.2,21.62,24.1,25.14,26.35,28.48,29.69,31.95,79.29,66.52,91.69,1605,1856,49.01,44.71,37.16,33.76,51.23,46.54,992,905,1037,942,2024,2790
103.2651795,15.53,14.2,5.74,33.03,0.36,7.19,0.03,2.79,4.48,3.49,3.71,3.23,0.002591,0.46,0.2,0.000801,0.14,2.62,5.64,7.53,10.84,11.64,12.77,14.44,15.72,16.88,18.12,18.83,19.62,24.22,26.37,27.82,68.84,56.26,81.41,5197,6146,41.27,48.76,29.41,35.59,42.56,51.5,3116,3681,3213,3888,7549,10923
155.330203,17.31,18.97,6.13,37.65,0.35,7.37,-0.79,2.92,4.92,3.55,3.55,3.38,-0.62,0.41,0.19,-0.18,0.12,2.45,3.96,7.39,12.53,14.18,15.07,17.27,19.02,19.87,20.95,21.55,22.37,24.04,25.46,26.83,77.06,60.05,88.69,4275,4920,53.03,45.15,36.84,31.16,54.42,46.02,2942,2505,3019,2553,5547,8193
81.643492,11.68,12.58,5.94,35.3,0.5,10.84,-0.01,1.96,5,4.81,4.68,3.4,-0.03,0.06,0.29,-0.008852,0.02,2.21,2.66,3.21,4.57,5.64,8.09,10.89,12.33,13.39,15.49,16.49,17.44,19.05,20.58,23.99,50.99,46.09,60.63,2126,2528,33.29,29.47,27.62,23.9,36.33,31.44,1388,1229,1515,1311,4169,5484
53.572364,5.78,6.06,2.19,4.82,0.37,2.73,0.53,2.82,1.73,1.36,1.48,1.23,0.12,0.14,0.21,0.1,0.12,2.09,2.46,3.12,3.73,4.14,4.48,5.07,5.7,6.15,6.58,6.87,7.41,9.14,10.31,11.15,30.05,27.78,30.9,529,544,16.42,14.43,14.81,13.02,16.47,14.48,289,254,290,255,1760,1958
151.6977595,7.05,8.01,2.51,6.34,0.35,4.05,-0.18,2.06,2.13,1.95,1.86,1.44,-0.07,0.06,0.2,-0.05,0.04,2.17,2.71,3.45,4.47,4.99,5.54,6.51,7.3,8.08,8.62,9.04,9.42,10.23,10.84,11.74,67.51,52.7,70.62,1147,1200,40.78,31.6,30.56,23.58,40.96,31.6,693,537,696,537,1699,2277
90.143904,13.13,18.35,5.32,28.4,0.4,8.79,-0.34,1.99,4.57,4.16,4.29,3.04,-0.29,0.07,0.23,-0.09,0.02,2.55,3.72,5.01,7.76,8.88,9.92,12.07,14.1,15.64,17.15,17.67,18.2,19.51,20.53,22.11,58.2,53.31,68.38,972,1142,37.54,13.05,30.62,10.22,39.28,13.11,627,218,656,219,1670,2142
188.4669835,13.57,5.86,7.6,57.81,0.56,14.15,0.04,1.56,6.79,7.47,8.22,4.36,0.08,-0.24,0.32,0.01,-0.05,2.25,3.04,3.69,5.28,6.04,6.81,10.34,14.09,16.66,19.36,20.19,21.71,23.91,24.92,25.89,62.36,57.16,78.33,1074,1349,34.26,48.66,30.97,45.88,42.45,62.89,590,838,731,1083,1722,2360
80.7786245,7,3.03,3.45,11.96,0.49,4.82,0.79,3.15,2.77,2.47,3.59,1.92,0.31,0.17,0.27,0.16,0.09,2.16,2.61,3.04,3.67,4.07,4.56,5.54,6.63,7.46,8.29,8.89,9.79,11.52,13.87,16.84,45.57,40.81,47.77,850,891,23.96,45.3,20.84,40.54,24.39,47.45,447,845,455,885,1865,2183
268.5784245,10.24,13.12,4.17,17.43,0.4,7.26,-0.22,1.85,3.64,3.42,3.01,2.39,-0.15,0.01,0.23,-0.06,0.00692,2.34,3.31,4.24,5.82,6.4,7.14,9.39,11.12,12.16,13.26,13.67,14.14,15.35,16.29,17.29,66.99,52.96,75.24,1104,1240,42.83,24.93,30.67,17.55,43.56,24.93,706,411,718,411,1648,2341
120.834345,10.96,9.11,5.89,34.73,0.53,8.61,0.41,2.17,4.94,4.37,4.41,3.36,0.36,0.15,0.3,0.1,0.04,2.18,2.77,3.47,5.22,6.11,7.02,8.69,10,11.93,14.06,14.73,16.54,19.77,22.05,23.38,60.89,53.08,71.24,1118,1308,30.11,37.3,25.52,32.75,34.25,43.95,553,685,629,807,1836,2464
114.360194,9.52,4.58,4.14,17.2,0.43,7.36,-0.03,2,3.53,3.38,5.38,2.38,-0.03,0.07,0.25,-0.01,0.02,2.25,2.83,3.83,4.97,5.47,6.82,8.5,9.97,11,12.18,12.83,13.42,14.74,16.26,17.46,65.95,54.19,73.24,3700,4109,39.67,60.89,29.91,48.9,40.42,66.09,2226,3416,2268,3708,5610,7582
147.175738,14.16,8.48,5.61,31.51,0.39,8.23,0.04,2.32,4.61,4.08,5.64,3.21,0.06,0.25,0.22,0.01,0.07,2.45,4.06,7.23,8.99,10.02,10.67,12.5,13.9,15.57,17.48,18.25,19.45,22.21,23.68,25.32,55.07,46.07,60.43,2248,2467,28.27,49.24,22.5,40.19,29.51,52.71,1154,2010,1205,2152,4082,5354
128.2722055,14.58,15.09,6,36.02,0.41,7.45,-0.3,2.49,4.75,3.75,3.73,3.39,-0.22,0.38,0.23,-0.06,0.11,2.23,3.18,4.85,10.19,11.28,12.15,13.81,15.06,16.29,17.69,18.73,19.98,22.22,24.2,25.86,70.68,55.07,79.35,1640,1841,42.37,39.09,30.96,28.56,44.61,41.16,983,907,1035,955,2320,3343
53.1522855,13.91,15.42,4.94,24.44,0.35,5.84,-0.62,2.75,3.89,2.84,2.83,2.75,-0.38,0.34,0.19,-0.13,0.12,2.41,3.94,5.65,10.03,11.58,12.48,13.57,14.7,15.67,16.69,17.42,18.09,19.83,21.14,22.19,64.61,51.94,76.4,1605,1898,42.99,33.85,30.13,23.42,44.32,34.46,1068,841,1101,856,2484,3654
303.93915,19.82,26.2,6.36,40.47,0.32,8.6,-0.85,2.96,5.18,4.09,4.65,3.51,-0.72,0.3,0.17,-0.2,0.08,3.01,6.32,10.55,14.34,16.37,17.27,19.59,21.54,22.8,24.11,24.98,25.57,26.6,27.38,28.57,92.91,78.42,118,1548,1966,65.48,16.92,46.31,11.24,69.68,16.92,1091,282,1161,282,1666,2507
133.3131475,6.66,6.45,2.95,8.75,0.44,3.42,0.67,2.64,2.34,1.71,1.84,1.65,0.26,0.17,0.24,0.15,0.1,2.17,2.65,3.16,4.05,4.52,4.77,5.53,6.23,6.73,7.44,7.94,9.52,11.49,12.33,13.62,47.23,40.11,50.16,1127,1197,21.96,24.43,17.89,19.87,22.38,24.85,524,583,534,593,2386,2984
84.460489,6.65,2.83,3.75,14.09,0.56,5.24,1.09,3.81,3,2.3,2.83,2.03,0.48,0.2,0.3,0.23,0.1,2.07,2.33,2.78,3.39,3.7,4.04,4.85,5.67,6.55,8.07,8.95,9.76,11.53,14.57,18.18,54.2,47.27,57.9,1070,1143,24.72,55.52,21.21,48.59,25.98,59.52,488,1096,513,1175,1974,2418
39.932168,3.06,2.67,0.62,0.38,0.2,0.94,0.26,2.28,0.52,0.47,0.5,0.35,0.02,0.02,0.11,0.05,0.05,2.03,2.13,2.24,2.44,2.57,2.67,2.85,3.06,3.23,3.41,3.51,3.61,3.91,4.19,4.49,17.92,17.66,17.92,436,436,16.93,23.92,16.69,23.58,16.93,23.92,412,582,412,582,2433,2468
232.5010945,9.91,12.83,4.28,18.37,0.43,7.71,-0.39,1.81,3.76,2.92,2.49,2.43,-0.29,-0.005401,0.24,-0.12,-0.002222,2.12,2.69,3.33,5.18,5.68,6.75,9.8,11.26,12.15,12.98,13.39,13.85,14.84,15.61,16.54,69.7,56.89,78.86,2068,2340,50.08,27.3,36.42,19.69,50.48,27.3,1486,810,1498,810,2967,4113
9.1181745,3.06,2.08,0.87,0.76,0.28,1.15,1.27,4.63,0.68,0.48,0.73,0.46,0.11,0.05,0.15,0.25,0.11,2.04,2.09,2.16,2.35,2.4,2.47,2.63,2.82,3.04,3.36,3.55,3.77,4.26,4.68,6.17,7.06,6.9,7.06,132,132,6.36,15.99,6.22,15.62,6.36,15.99,119,299,119,299,1869,1913
171.886238,13.22,2.36,7.52,56.58,0.56,16.16,-0.35,1.51,6.74,5.59,13.04,4.2,-0.43,-0.34,0.31,-0.1,-0.08,2.08,2.36,2.64,3.36,3.79,4.64,13.69,15.41,17.59,19.23,19.95,20.61,21.67,22.37,23.49,48.02,42.32,53.18,754,835,35.54,53.82,30.46,47.28,38.28,59.42,558,845,601,933,1570,1973
120.636661,9.23,10.22,3.36,11.29,0.36,4.94,0.04,2.37,2.76,2.51,2.51,1.92,0.000644,0.15,0.2,0.000335,0.07,2.61,3.82,4.57,6.12,6.7,7.29,8.38,9.36,10.24,11.09,11.65,12.3,13.61,14.5,16.62,84.66,64.35,94.34,1722,1919,48.86,38.64,33.86,26.59,49.65,38.98,994,786,1010,793,2034,2982
75.367025,4.24,2.01,1.87,3.5,0.44,2.71,0.84,2.66,1.54,1.16,1.73,1.03,0.23,0.06,0.24,0.22,0.06,2.01,2.11,2.22,2.55,2.75,2.94,3.22,3.74,4.22,4.85,5.46,5.89,7.34,8.09,8.72,21.04,20.12,21.46,450,459,12.3,30.63,11.7,29.5,12.48,31.47,263,655,267,673,2138,2281
76.2813135,5.52,3.62,2.47,6.14,0.44,3.43,0.82,3.33,1.99,1.71,1.6,1.37,0.22,0.12,0.24,0.16,0.09,2.06,2.31,2.67,3.23,3.5,3.78,4.43,5.2,5.88,6.56,6.94,7.34,9.15,10.32,13.04,64.73,49.54,66.65,1388,1429,35.68,57.04,26.9,43.2,36.19,58.11,765,1223,776,1246,2144,2884
87.1045125,8.88,5.47,4.18,17.5,0.47,5.84,0.74,2.8,3.38,2.66,2.75,2.32,0.41,0.22,0.26,0.17,0.09,2.36,3.58,4.24,5.29,5.64,6.04,7,8.04,9.14,10.46,11.48,12.25,15.65,17.42,19.29,76.65,55.84,82.05,1602,1715,34.11,62.24,24.16,44.67,35.5,65.64,713,1301,742,1372,2090,3071
98.2242375,6.1,5.02,2.83,8.05,0.46,3.57,0.97,3.65,2.24,1.68,1.64,1.55,0.3,0.2,0.25,0.19,0.13,2.08,2.39,2.86,3.82,4.1,4.41,4.9,5.38,6.2,7.2,7.68,8.2,10.14,11.93,14.62,49.22,40.52,50.9,1114,1152,22.93,32.74,18.67,26.69,23.46,33.53,519,741,531,759,2263,2843
39.5368,5.31,5.07,2.27,5.18,0.42,2.95,0.83,3.15,1.82,1.44,1.49,1.26,0.22,0.12,0.23,0.18,0.1,2.07,2.39,2.71,3.29,3.57,3.82,4.34,4.88,5.43,6.14,6.52,7.28,8.7,9.65,11.67,56.26,47.61,56.9,1222,1236,27.57,30.75,23.18,25.88,27.71,30.93,599,668,602,672,2172,2596
