"ID","STBIOMSha","logSTBIOMSha","TCUmha","Elev_stddev","Elev_kurtosis","Elev_MAD_median","Elev_MAD_mode","Elev_L3","Elev_L4","Elev_LCV","Elev_Lskewness","Elev_Lkurtosis","Elev_mode","Elev_P01","Elev_P10","Elev_P30","Elev_P60","Elev_P90","Pct_all_returns_above_ht","all_returns_above_ht_div_Total_first_returns_x_100","pct_all_returns_above_mean","All_returns_above_mode_div_Total_first_returns_x_100","mode_pctAllOver3m","mode_pctAlloverModeDiv1st","P01_pctAllOver3m","P10_pctAllOver3m","P30_pctAllOver3m","P60_pctAllOver3m","P90_pctAllOver3m","logmode","logP01","logP10","logP30","logP60","logP90","log_Pct_all_returns_above_ht","log_pct_all_returns_above_mean","log_all_returns_above_ht_div_Total_first_returns_x_100","logmode_pctAllOver3m","logmode_pctAlloverModeDiv1st","logP01_pctAllOver3m","logP10_pctAllOver3m","logP30_pctAllOver3m","logP60_pctAllOver3m","logP90_pctAllOver3m","elevation","aspect","slope","NDVI_Amp","R3ERUlabel","R3ERUcodeFull","R3ERUlabelName","Site","Forest","PlotSizeAcres","fpc","Stratum"
1051,132.052912,4.89074688369302,229.967228036792,5.63,3.05,2.02,1.82,-0.97,0.34,0.17,-0.33,0.11,19.56,2.5,6.11,15.82,19.44,21.29,40.35,48.1,28.01,18.38,789.246,359.5128,100.875,246.5385,638.337,784.404,859.0515,3.02334744058696,1.25276296849537,1.96150224381515,2.8225686545448,3.0174937653355,3.10413814739778,3.7220724214697,3.36764059813331,3.89385903480047,11.2531181291297,8.96193227418016,4.66287449567512,7.3008534063553,10.505804946786,11.231330325912,11.5538269908613,2271.3042,53,3,0.016851243,"F","Mixed conifer, freq. fire","F. mixed conifer","fourFri, P1","Coconino",0.05,28.74201635,"Coco169"
1053,100.472893,4.61979169877448,149.071634783802,4.45,2.48,3.03,3.38,0.28,0.19,0.24,0.11,0.07,6.51,2.55,5.13,7.12,11.15,16.78,50.09,59.56,23.35,47.42,326.0859,308.7042,127.7295,256.9617,356.6408,558.5035,840.5102,2.01623546577604,1.26694760348732,1.81319474994812,2.09433015417359,2.49732916978656,2.87807423008576,3.93358878334271,3.1925318495286,4.10363460912919,7.9310412127544,7.82281809695809,4.98365088216066,7.13236253041181,8.23823360307362,9.82346601058696,11.321160509093,2258.9302,266,3,0.019558536,"F","Mixed conifer, freq. fire","F. mixed conifer","fourFri, P1","Coconino",0.05,28.74201635,"Coco169"
1054,190.9380335,5.25717257774781,318.817264241578,6.81,3.02,3.69,3.66,-0.39,0.6,0.18,-0.1,0.15,20.52,3.28,8.1,17.77,21.66,28.41,59.75,82.11,32.95,41.93,1226.07,860.4036,195.98,483.975,1061.7575,1294.185,1697.4975,3.06898273529358,1.45395300959371,2.2082744135228,2.93225985059842,3.12060125559986,3.3813347525659,4.10676708222066,3.52488885400471,4.42016503156493,12.6035972732072,11.5380581296962,5.97104635889508,9.06886866996558,12.0421082309548,12.815582513234,13.8863542558064,2251.6394,299,6,0.031766574,"F","Mixed conifer, freq. fire","F. mixed conifer","fourFri, P1","Coconino",0.05,28.74201635,"Coco169"
1058,187.4785635,5.23898427893588,268.369386558997,6.63,2.1,4.62,5.12,-0.2,0.19,0.26,-0.05,0.05,18.61,2.37,3.8,10.76,17,22.7,42.01,49.95,24.06,16.71,781.8061,310.9731,99.5637,159.638,452.0276,714.17,953.627,2.97603964020825,1.21491274436427,1.56861591791385,2.46470394247048,2.89037175789616,3.16547504814109,3.76143264679564,3.22127294946792,3.93084475966873,11.1941726608373,8.55352317963117,4.56981245965986,5.90024312392445,9.2708178738944,10.8719386915268,11.9067211886949,2291.9805,300,6,0.206807579,"F","Mixed conifer with aspen","F. mixed conifer","fourFri, P1","Coconino",0.05,19.06923612,"Coco1170"
1061,100.621156,4.62125174181433,136.89296838901,5.02,2.42,3.09,3.16,-0.44,0.22,0.2,-0.15,0.08,17.84,2.74,5.72,12.05,16.36,19.71,29.3,31.17,17.88,8.08,522.712,144.1472,80.282,167.596,353.065,479.348,577.503,2.93598226914822,1.31908561142644,1.90508815453506,2.5687881337687,2.8541687092322,3.03061667540749,3.41114771251532,2.93810316071735,3.47103434125094,10.0150692013905,6.47699471393783,4.49959586602918,6.4985371004823,8.76251576644162,9.73599106363025,10.3378811398271,2295.87,37,4,0.176167096,"F","Mixed conifer with aspen","F. mixed conifer","fourFri, P1","Coconino",0.0666667,42.94278303,"Coco171"
1063,123.2312635,4.82214485682508,169.766621126368,3.89,2.5,2.8,3.39,-0.03,0.2,0.19,-0.01,0.09,8.83,2.89,6.4,9.44,12.7,16.62,57.07,69.61,29.19,53.56,503.9281,472.9348,164.9323,365.248,538.7408,724.789,948.5034,2.28543893415908,1.35840915763035,2.00148000021012,2.34564458245449,2.61739583283408,2.86903462050803,4.06164917938396,3.40751074371875,4.25717177752826,9.28265117145936,9.14015824575521,5.51738144035699,8.12930960040686,9.52718539345272,10.6309436365535,11.6530121120106,2282.0435,54,2,0.052304259,"F","Mixed conifer with aspen","F. mixed conifer","fourFri, P1","Coconino",0.0666667,42.94278303,"Coco171"
1072,539.8997145,6.29323389105325,938.741121933662,5.76,2.82,3.72,3.67,-0.1,0.39,0.15,-0.03,0.12,21.02,6.78,13.56,18.53,22.6,29.2,84.7,106.17,43.48,56.03,1780.394,1177.7506,574.266,1148.532,1569.491,1914.22,2473.24,3.09195113129453,2.0515563381903,2.67827804276854,2.97195174488859,3.16124671203156,3.40784192438082,4.45085282560373,3.79503964994233,4.67441635872491,13.7618194293509,12.5025438560656,9.13117532471955,11.9206213944088,13.2277198212953,14.0702438606762,15.1678028583413,2278.927,255,2,0.052559541,"F","Mixed conifer with aspen","F. mixed conifer","fourFri, P1","Coconino",0.05,8.554276815,"Coco173"
1076,30.8634145,3.4614584707419,33.72661420448,4.68,2.65,2.64,2.29,-0.6,0.16,0.19,-0.23,0.06,16.53,2.43,6.29,11.5,16.12,18.32,13.47,14.02,8.66,4.97,222.6591,82.1541,32.7321,84.7263,154.905,217.1364,246.7704,2.86391369893314,1.23256026117785,1.98650354602057,2.52572864430826,2.8402473707136,2.96114082878437,2.67207754064339,2.26799364822443,2.70938264633599,7.65259947326019,5.11708900192048,3.29349659138288,5.30809150973001,6.74894278421577,7.58936120915525,7.91239790327688,2297.0962,8,10,0.126132743,"F","Mixed conifer, freq. fire","F. mixed conifer","fourFri, P1","Coconino",0.1,6.855821306,"Coco174"
1085,75.861235,4.34200165318351,112.02553805264,3.69,4.57,2.19,2.24,-0.34,0.34,0.13,-0.17,0.17,15.54,3.52,11.32,13.89,16.39,19.31,26.33,28.58,15.3,15.21,409.1682,236.3634,92.6816,298.0556,365.7237,431.5487,508.4323,2.80578168959555,1.50851199384414,2.51122395810537,2.70068984669592,2.85589532836619,3.01111337559229,3.30798499993998,2.79116510781272,3.38709845728265,9.28148374228831,7.81586497845908,4.99013504786596,8.30709118490247,8.93384150236029,9.44725890763402,9.96071787957793,2293.6,173,0,0.065340945,"F","Mixed conifer, freq. fire","F. mixed conifer","fourFri, P1","Coconino",0.1,38.08226864,"Coco176"
1086,125.8999975,4.84339935501979,198.58118488032,3.39,3.1,2.4,2.46,-0.11,0.18,0.11,-0.05,0.09,15.5,6.87,11.47,14.27,16.94,20.48,34.63,38.79,17.94,22.35,536.765,346.425,237.9081,397.2061,494.1701,586.6322,709.2224,2.80336038090653,2.06305806242931,2.52332575969195,2.72589011923054,2.88703285663065,3.06712226964066,3.57318797961774,2.94127608775793,3.68361562443884,10.0169336155919,8.83225876147134,7.37169426992589,9.01631727319107,9.74011780779335,10.3159111000741,10.9594044258979,2296.054,91,4,0.075247777,"F","Mixed conifer, freq. fire","F. mixed conifer","fourFri, P1","Coconino",0.1,38.08226864,"Coco176"
