PLOT_ID,X_UTM,Y_UTM,Site,Forest,R3ERU,R3ERUCODE,R3ERUSUBCL,R3ERUSUBCO,PROV_SUBCL,SYSTEMTYPE,SOURCE,TEUI_MUS,UID_,SHAPE_AREA,SHAPE_LEN
0301020011980001_0001,641746.6458,3733597.179,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729764,10682786.82,49697.86704
0301010010760022_0001,678310.4521,3747190.401,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729567,8375114.379,27563.93931
0301010010310033_0001,670110.0861,3755527.524,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729583,4445361.912,28347.15816
0301010010260001_0001,670005.5093,3756432.36,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729583,4445361.912,28347.15816
0301010010270001_0001,670872.9506,3757385.793,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729583,4445361.912,28347.15816
0301010010310038_0002,671654.2175,3755970.254,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729583,4445361.912,28347.15816
0301010010310001_0001,670966.6293,3756407.018,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729583,4445361.912,28347.15816
0301010010310032_0001,670790.1536,3756113.527,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729583,4445361.912,28347.15816
0301010010310038_0001,671548.2479,3755980.682,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729583,4445361.912,28347.15816
0301010011480029_0001,669713.4641,3737564.809,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,532,729479,230310.0426,2549.751889
0301010010530047_0001,669389.1341,3737552.376,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,532,729479,230310.0426,2549.751889
0301060060490010_0001,639191.9524,3772385.522,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,536,729623,317533.88,3061.31505
0301010011310015_0001,666792.4977,3739322.56,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729775,8724998.547,38024.12698
0301010011310001_0001,666887.263,3738874.005,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729775,8724998.547,38024.12698
0301010011310011_0001,665611.0909,3739952.749,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729775,8724998.547,38024.12698
0301010011530001_0001,667607.4789,3738406.496,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729775,8724998.547,38024.12698
0301010011560042_0001,667187.353,3738945.078,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729775,8724998.547,38024.12698
0301010011560001_0001,667147.8674,3738531.27,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729775,8724998.547,38024.12698
0301010011560022_0001,667410.0513,3738253.292,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729775,8724998.547,38024.12698
0311010011310013_0001,666091.2348,3739929.058,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729775,8724998.547,38024.12698
0301010011330027_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729786,5230115.593,43746.33504
0301010011330034_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729786,5230115.593,43746.33504
0301010011340019_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729786,5230115.593,43746.33504
0301010010640037_0001,670957.2159,3737687.642,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,532,729480,2086556.357,11638.67488
0301010011440021_0001,645439.4481,3735335.188,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729789,13679746.82,64807.37802
0301010010020038_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Bunchgrass,PPG,n/a,forest,APS_TEUI,523,726992,1332661.043,9917.599681
0301060060480001_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,532,729505,1707750.277,13240.70091
0301060060610001_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,532,729505,1707750.277,13240.70091
0301010010150003_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729810,246616.9097,2716.317743
0301010010160009_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729812,308800.9934,3405.032954
0311060060680001_0001,652589.8359,3771278.439,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Bunchgrass,PPG,n/a,forest,APS_TEUI,523,727012,304570.4373,2510.404642
0301060060890017_0001,648009.9877,3764791.711,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729824,460883.9012,4409.032834
0301010011240014_0001,679322.8133,3741468.355,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,140,728572,5275413.943,28437.54451
0301010011230010_0001,678950.23,3740912.77,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,140,728572,5275413.943,28437.54451
0301060060040002_0001,624283.8635,3785416.247,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,532,729526,2452888.283,9326.453781
0301060060040017_0001,625532.5529,3784947.251,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,532,729526,2452888.283,9326.453781
0301060060210003_0001,620813.0726,3783123.946,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,532,729527,127210102.2,366112.6811
0301060060930003_0001,653461.64,3767894.107,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729836,3413382.871,16418.42682
0301010011250021_0001,679691.9609,3740089.036,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729543,808830.7854,6626.25879
0301010011230006_0001,678650.7964,3741668.19,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729549,5532057.541,25023.38289
0301010011230005_0001,679083.3107,3742099.257,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729549,5532057.541,25023.38289
0301010011240008_0001,680251.29,3742524.955,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729549,5532057.541,25023.38289
0301010011240013_0001,679860.4325,3741932.675,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,535,729549,5532057.541,25023.38289
0301060060590008_0001,638632.4792,3769391.659,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729846,4043158.042,24596.26679
0301060060590007_0001,639489.7872,3769249.831,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729846,4043158.042,24596.26679
0301010010450040_0001,678850.9829,3750125.717,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,140,728593,2014405.651,13789.41368
0301010010450009_0001,678150.121,3749136.049,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,140,728593,2014405.651,13789.41368
0301010010430019_0001,678710.5545,3750968.567,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,140,728595,698746.9893,6199.161137
0301060060490006_0001,639454.3684,3771104.678,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729853,592134.1887,4962.935595
0301010010260045_0001,670294.2028,3756752.953,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,140,728611,253128.9678,2516.202996
0301060060140021_0001,627359.2765,3783125.206,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,730074,1422018.908,18320.03926
0301060060160007_0001,624522.5614,3784420.408,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,730075,171802.7356,2024.801449
0301060061080021_0001,665112.2993,3736510.345,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,729930,3893027.229,35676.31336
0301010020460011_0001,665231.7269,3737150.922,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,729936,730855.5488,6701.250605
0301010011480015_0002,669379.0322,3737659.754,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,729937,226923.1034,2522.752252
0301010010530025_0001,669162.9308,3737701.633,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,729937,226923.1034,2522.752252
0301010011480015_0001,669953.1248,3737691.726,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,729937,226923.1034,2522.752252
0301010011330012_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,591,730163,190439.3483,3134.26032
0311010020070016_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,591,730165,2941838.976,38179.48826
0301010020070016_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,591,730165,2941838.976,38179.48826
0301060060170005_0001,625288.0912,3781444.671,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729871,1832496.823,12173.43865
0301060060190014_0001,622533.263,3783564.503,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,537,729876,1743912.082,13464.36676
0301010010640050_0001,670660.8325,3738162.516,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,729940,147526.9715,1588.883798
0301010010160003_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,730024,2150524.439,15789.38538
0301010010020048_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,538,730024,2150524.439,15789.38538
0301010011600028_0001,642804.4889,3733466.08,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,543,730110,2734942.727,14087.62707
0301010011600025_0001,641939.0306,3733941.14,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,543,730110,2734942.727,14087.62707
0301010011420052_0001,643592.1927,3734129.209,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,543,730113,1883920.307,8633.164464
0301010020070010_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,543,730120,481806.5502,4764.851321
0301010011330013_0001,0,0,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,543,730122,402973.2609,5434.356196
0301060060040026_0001,626587.8636,3783233.062,"fourFri, P2",Apache,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,543,730145,2411718.12,14720.74075
0301060061060007_0001,650307.7854,3763027.83,"fourFri, P2",Apache,Spruce-Fir Forest,SFF,Spruce-Fir - Lower,SFM,missing data,forest,APS_TEUI,583,847523,748889.3812,6790.546391
0301060060450003_0001,0,0,"fourFri, P2",Apache,Spruce-Fir Forest,SFF,Spruce-Fir - Lower,SFM,missing data,forest,APS_TEUI,583,847536,9326121.217,51353.62702
0301060061320008_0001,646514.5699,3754585.538,"fourFri, P2",Apache,Spruce-Fir Forest,SFF,Spruce-Fir - Lower,SFM,missing data,forest,APS_TEUI,584,847544,452011.5911,3349.464376
031102Lidar10099_0099,519432.3731,3826672.931,"fourFri, P1",Sitgreaves,PJ Woodland,PJO,PJ Woodland - Cold,PJOc,n/a,woodland,APS_TEUI,51,710387,32995649.68,105057.4656
031102Lidar10100_0100,521488.2215,3825034.269,"fourFri, P1",Sitgreaves,PJ Woodland,PJO,PJ Woodland - Cold,PJOc,n/a,woodland,APS_TEUI,51,710387,32995649.68,105057.4656
031107LIDAR20200_0200,-110.1315078,34.23845043,"fourFri, P2","Sitgreaves, P2",Narrowleaf Cottonwood / Shrub,230,n/a,n/a,n/a,riparian,RMAP with TEUI Source,198,675330,718776.2273,11504.53798
031107LIDAR20131_0131,-110.2387578,34.28516235,"fourFri, P2","Sitgreaves, P2",Narrowleaf Cottonwood / Shrub,230,n/a,n/a,n/a,riparian,RMAP with TEUI Source,198,675336,4191013.933,36730.44506
031107LIDAR20121_0121,-110.2360486,34.28549724,"fourFri, P2","Sitgreaves, P2",Narrowleaf Cottonwood / Shrub,230,n/a,n/a,n/a,riparian,RMAP with TEUI Source,198,675336,4191013.933,36730.44506
031107LIDAR20118_0118,-110.235277,34.26438343,"fourFri, P2","Sitgreaves, P2",Narrowleaf Cottonwood / Shrub,230,n/a,n/a,n/a,riparian,RMAP with TEUI Source,198,675336,4191013.933,36730.44506
031107LIDAR20165_0165,-110.2365223,34.28283741,"fourFri, P2","Sitgreaves, P2",Narrowleaf Cottonwood / Shrub,230,n/a,n/a,n/a,riparian,RMAP with TEUI Source,198,675336,4191013.933,36730.44506
031102Lidar10062_0062,521440.3333,3810895.873,"fourFri, P1",Sitgreaves,Mixed Conifer - Frequent Fire,MCD,n/a,n/a,n/a,forest,APS_TEUI,189,656839,4050892.568,44081.49899
031102Lidar10092_0092,527902.2197,3816266.966,"fourFri, P1",Sitgreaves,Colorado Plateau / Great Basin Grassland,CPGB,n/a,n/a,n/a,grassland,APS_TEUI,53,588943,1641911.131,10026.70679
031102Lidar10093_0093,527246.6944,3818852.654,"fourFri, P1",Sitgreaves,Colorado Plateau / Great Basin Grassland,CPGB,n/a,n/a,n/a,grassland,APS_TEUI,53,588949,1504812.82,10212.90357
031102LIDAR20145_0145,-110.6320645,34.39541912,"fourFri, P2","Sitgreaves, P2",Narrowleaf Cottonwood / Shrub,230,n/a,n/a,n/a,riparian,RMAP with TEUI Source,198,675366,9781949.615,129770.0335
031102LIDAR20110_0110,-110.548454,34.28195469,"fourFri, P2","Sitgreaves, P2",Mixed Conifer - Frequent Fire,MCD,n/a,n/a,n/a,forest,APS_TEUI,202,656918,276670.3001,3693.257062
031102Lidar10045_0045,510610.9713,3806579.494,"fourFri, P1",Sitgreaves,Mixed Conifer w/ Aspen,MCW,missing data,missing d*,n/a,forest,APS_TEUI,203,660390,635201.3296,9795.459685
031102LIDAR20114_0114,-110.7454684,34.28493813,"fourFri, P2","Sitgreaves, P2",Mixed Conifer - Frequent Fire,MCD,n/a,n/a,n/a,forest,APS_TEUI,202,656938,343976.8605,5874.474939
031102LIDAR20129_0129,-110.7526642,34.29703313,"fourFri, P2","Sitgreaves, P2",Mixed Conifer - Frequent Fire,MCD,n/a,n/a,n/a,forest,APS_TEUI,202,656946,616437.3531,7739.887303
031102LIDAR20193_0193,-110.5598012,34.30129481,"fourFri, P2","Sitgreaves, P2",Mixed Conifer - Frequent Fire,MCD,n/a,n/a,n/a,forest,APS_TEUI,202,656951,569132.3819,7052.752905
031102LIDAR20109_0109,-110.7054388,34.30030654,"fourFri, P2","Sitgreaves, P2",Mixed Conifer - Frequent Fire,MCD,n/a,n/a,n/a,forest,APS_TEUI,202,656974,8972509.981,75297.77357
031102LIDAR20191_0191,-110.6503368,34.29688448,"fourFri, P2","Sitgreaves, P2",Mixed Conifer - Frequent Fire,MCD,n/a,n/a,n/a,forest,APS_TEUI,202,656974,8972509.981,75297.77357
031102Lidar10056_0056,513877.9631,3805592.111,"fourFri, P1",Sitgreaves,Mixed Conifer - Frequent Fire,MCD,n/a,n/a,n/a,forest,APS_TEUI,202,657003,392609.4301,5224.352687
031102Lidar10055_0055,520921.7913,3810185.921,"fourFri, P1",Sitgreaves,Mixed Conifer - Frequent Fire,MCD,n/a,n/a,n/a,forest,APS_TEUI,202,657013,316588.9046,3404.026837
031102Lidar10003_0003,532927.0632,3813536.856,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Bunchgrass,PPG,n/a,forest,APS_TEUI,186,726749,1422568.86,10916.29187
031102Lidar10018_0018,530899.3776,3814698.65,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Bunchgrass,PPG,n/a,forest,APS_TEUI,186,726754,12259046.19,46480.63012
031102Lidar10090_0090,529091.5905,3816688.376,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Bunchgrass,PPG,n/a,forest,APS_TEUI,186,726754,12259046.19,46480.63012
031107LIDAR20134_0134,-110.2367982,34.28836527,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728695,1009034.882,8774.288517
031107LIDAR20154_0154,-110.2423731,34.29042088,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728695,1009034.882,8774.288517
031102LIDAR20174_0174,-110.3033672,34.28592404,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728696,9059241.08,110346.2404
031102LIDAR20127_0127,-110.5305915,34.29386011,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728699,556104.7586,4690.295994
031102LIDAR20139_0139,-110.5482768,34.27849505,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728705,5033362.541,44588.81423
031107LIDAR20119_0119,-110.2881526,34.30850981,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728706,157698.7283,1897.867242
031102Lidar10047_0047,513416.5968,3818379.479,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,182,728958,2671045.239,25797.1626
031102Lidar10041_0041,527354.1787,3802464.331,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,192,729216,6091759.429,52785.12971
031102Lidar10097_0097,508947.4294,3825221.828,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Bunchgrass,PPG,n/a,forest,APS_TEUI,186,726765,9626607.914,38940.77468
031102LIDAR20142_0142,-110.5123228,34.30574594,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728713,2436369.616,28593.75621
031102LIDAR20171_0171,-110.511649,34.30966643,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728713,2436369.616,28593.75621
031107LIDAR20143_0143,-110.2408266,34.29527458,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728715,5249047.58,22024.18048
031107LIDAR20135_0135,-110.2402023,34.2978484,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728715,5249047.58,22024.18048
031102LIDAR20125_0125,-110.5972652,34.31910018,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728725,1203434.148,7166.753502
031102LIDAR20111_0111,-110.2940863,34.31295668,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728727,2762061.824,22286.14169
031102LIDAR20123_0123,-110.5798527,34.34137951,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728984,1926172.628,9083.840134
031102LIDAR20158_0158,-110.5894707,34.34167231,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728984,1926172.628,9083.840134
031102LIDAR20180_0180,-110.5159123,34.37161736,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,192,729230,1660524.381,26215.7233
031102Lidar10064_0064,519551.2732,3805108.245,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,192,729231,6274167.871,38808.45167
031102Lidar10004_0004,503495.9154,3819088.322,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,199,729465,3480203.523,31505.14375
031102LIDAR20152_0152,-110.4434463,34.33621756,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,181,728734,3021752.008,9120.826285
031102LIDAR20163_0163,-110.3375289,34.35923344,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728988,1114511.87,9191.353064
031102LIDAR20140_0140,-110.5915689,34.36601065,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728992,15212583.68,98733.66268
031102LIDAR20108_0108,-110.6246796,34.35900587,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728992,15212583.68,98733.66268
031102LIDAR20136_0136,-110.6229011,34.37325281,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728992,15212583.68,98733.66268
031102LIDAR20156_0156,-110.6339641,34.34648716,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728992,15212583.68,98733.66268
031102LIDAR20170_0170,-110.6322872,34.35691624,"fourFri, P2","Sitgreaves, P2",Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728992,15212583.68,98733.66268
031102Lidar10022_0022,530109.4575,3805383.131,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728998,20630794.98,129253.954
031102Lidar10029_0029,524093.9269,3812954.975,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728999,32463119.13,133347.9527
031102Lidar10083_0083,524766.3667,3809264.856,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,728999,32463119.13,133347.9527
031102Lidar10066_0066,519887.1094,3808655.542,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,183,729001,28809735.12,176497.0036
031102Lidar10050_0050,523106.8037,3807672.879,"fourFri, P1",Sitgreaves,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,APS_TEUI,192,729249,14276520.06,120720.3846
